id	subsystem	name	keggId	confidenceEcoIDA	confidenceScore	sboTerm	references	ECNumber	notes
PLYSPSer	Lysine metabolism	protein lysine peptidase (endoplasmic reticulum)		3A0000000	4	176			MM
PMANM	Fructose and mannose metabolism	phosphomannomutase		3A0000000	0	176		5.4.2.8	
PMEVKx	Cholesterol metabolism	phosphomevalonate kinase		3A0000134	4	176	PMID:11111079	2.7.4.2	peroxisomal version - NJ
PMI12346PH	Inositol phosphate metabolism	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase		3A0000269	4	176	PMID:11502751	3.6.1.52	NCD
PMI12346PHn	Inositol phosphate metabolism	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase, nuclear		3A0000269	4	176	PMID:11502751	3.6.1.52	NCD
PMI1346PH	Inositol phosphate metabolism	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase		3A0000269	4	176	PMID:11502751		NCD
PMI1346PHn	Inositol phosphate metabolism	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase, nucleus		3A0000269	4	176	PMID:11502751		NCD
PMTCOAtx	Transport, peroxisomal	fatty acid intracellular transport		3A0000000	2	185			interaction between peroxisomes and ER (some enzymes on the outer membrane) NJ
PNP	NAD metabolism	purine-nucleoside phosphorylase		3A0000269	4	176	PMID:14704851,PMID:9030766	3.4.2.1	IT
PNTEH	CoA catabolism	Hydrolase Class ( RXN R02973)		3A0000269	4	176	PMID:10567687,PMID:11491533		EC 3.5.1- KEGG RXN R02973 RM
PNTK	CoA synthesis	pantothenate kinase		3A0000269	4	176			
PNTKm	CoA synthesis	pantothenate kinase (mitochondrial)		3A0000269	4	176	PMID:11479594,PMID:11923312,PMID:12554685	2.7.1.33	IT based on In Hoertnagel et al, 2003, Human Mol. genetics, 12(3), 321-327,
PNTOt5	Transport, extracellular	Pantothenate sodium symporter  II		3A0000269	4	185	PMID:10329687,PMID:10334869,PMID:12646417,PMID:15561972,PMID:9516450		_01-25-05 based on Wang et al., JBC, 1999,1 274(21), 14875-14888. IT 03-07-05:replaced IT: now based on  Balamurugan et al, 2005, Am J Physiol Renal Physiol, 288, F823-831,2005
PPA	Oxidative phosphorylation	inorganic diphosphatase		3A0000269	4	176	PMID:10542310,PMID:15533045	3.6.1.1	
PPA2	Miscellaneous	inorganic triphosphatase		3A0000134	1	176	PMID:14802382		AMF
PPA2m	Miscellaneous	inorganic triphosphatase, mitochondrial		3A0000000	1	176		3.6.1.1	IT
PPAer	Miscellaneous	inorganic diphosphatase, endoplasmic reticulum		3A0000304	2	176		3.6.1.1	IF
PPAm	Oxidative phosphorylation	inorganic diphosphatase		3A0000269	4	176	PMID:10542310,PMID:15533045	3.6.1.1	IF
PPAn	Miscellaneous	inorganic diphosphatase, nuclear		3A0000000	1	176		3.6.1.1	
PPAP	Triacylglycerol synthesis	phosphatidic acid phosphatase		3A0000269	4	176		3.1.3.4	carbonyl and extra H balanced in R group NJ
PPAt	Transport, extracellular	Propionate transport, diffusion		3A0000000	2	185	PMID:8135845		TDV
PPAtm	Transport, mitochondrial	Propionate transport, diffusion		3A0000000	4	185	PMID:8135845		TDV Short-chain fatty acid can diffuse through mitochondrial membrane
PPBNGS	Heme synthesis	porphobilinogen synthase		3A0000269	4	176		4.2.1.24	
PPCDC	CoA synthesis	phosphopantothenoylcysteine decarboxylase		3A0000269	4	176	PMID:11923312	4.1.1.36	
PPCOACm	Valine, leucine, and isoleucine metabolism	Propionyl-CoA carboxylase, mitochondrial		3A0000269	4	176	PMID:3460076,PMID:8188292	6.4.1.3	TV
PPCOAOm	Propanoate metabolism	Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial		3A0000269	4	176	PMID:12359132,PMID:12359260,PMID:15560374,PMID:2565344,PMID:3035565,PMID:7698750,PMID:8276399	1.3.99.3	NCD
PPD2CSPp	Lysine metabolism	PPD2CSPp		3A0000000	2	176	PMID:10485319,PMID:10772957		spontaneous cyclization reaction  MM
PPDOx	Pyruvate metabolism	Propane-1,2-diol:NAD+ 1-oxidoreductase		3A0000269	4	176	PMID:12071861,PMID:9823300	1.1.1.21	NCD
PPDOy	Pyruvate metabolism	Propane-1,2-diol:NADP+ 1-oxidoreductase		3A0000269	4	176	PMID:12071861,PMID:1537826,PMID:9823300	1.1.1.21	NCD
PPItr	Transport, endoplasmic reticular	Diphosphate transporter, endoplasmic reticulum		3A0000000	1	185			diffusion NJ
PPItx	Transport, peroxisomal	Diphosphate transporter, peroxisome		3A0000000	1	185			diffusion NJ
PPM	Pentose phosphate pathway	phosphopentomutase		3A0000000	0	176		5.4.2.7	
PPMI12346Ptn	Transport, nuclear	5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion)		3A0000000	1	185			NCD
PPMI1346Ptn	Transport, nuclear	diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion)		3A0000000	1	185			NCD
PPNCL3	CoA synthesis	phosphopantothenate-cysteine ligase		3A0000269	4	176			
PPOR	Phenylalanine metabolism	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)		3A0000212	1	176		1.13.11.27	
PPPG9tm	Heme synthesis	protoporphyrinogen IX mitochondrial transport		3A0000000	0	185	PMID:14623258		NCD. Benzodiazepine receptor PBR see also 17168567
PPPGOm	Heme synthesis	protoporphyrinogen oxidase, mitochondrial		3A0000304	2	176	PMID:8771201	1.3.3.4	NCD
PPPItn	Transport, nuclear	Inorganic triphosphate transport through nuclear pore		3A0000000	2	185			it
PRAGSr	Purine synthesis	phosphoribosylglycinamide synthase		3A0000269	4	176			
PRASCS	Purine synthesis	phosphoribosylaminoimidazolesuccinocarboxamide synthase		3A0000269	4	176			
PRDX	Miscellaneous	Peroxidase (multiple substrates)		3A0000000	0	176	PMID:10464338	1.11.1.7	RS/TV (6/3/05) Peroxidases can act on a variety of substrates which are oxidized, not just methanol.
PRDXl	Miscellaneous	Peroxidase (multiple substrates)		3A0000000	0	176	PMID:10777476,PMID:14972011	1.11.1.7	RS/TV (6/3/05) Peroxidases can act on a variety of substrates which are oxidized, not just methanol.
PRFGS	Purine synthesis	phosphoribosylformylglycinamidine synthase		3A0000269	4	176			
PRGNLONESULT	Steroid metabolism	steroid sulfotransferase		3A0000269	4	176	PMID:12145317,PMID:9799594	2.8.2.2	NJ
PRGNLONEtm	Transport, mitochondrial	pregnenolone intracellular transport		3A0000000	1	185			unknown mechanism NJ
PRGNLONEtr	Transport, endoplasmic reticular	pregnenolone intracellular transport		3A0000000	1	185			unknown mechanism NJ
PRGSTRNt	Transport, extracellular	Progesterone transport		3A0000000	2	185			
PRISTANALtx	Transport, peroxisomal	pristanal peroxisomal transport		3A0000000	1	185			Mechanism not known, see PMID 11591435 for justification. NJ
PRISTCOAtx	Transport, peroxisomal	pristcoa peroxisomal transport		3A0000000	0	185			Mechanism not known, see PMID 11591435 for justification. NJ
PRISTtx	Transport, peroxisomal	prist peroxisomal transport		3A0000000	0	185			Mechanism not known, see PMID 11591435 for justification. NJ
PRO1xm	Arginine and Proline Metabolism	proline oxidase (NAD), mitochondrial		3A0000254	2	176	PMID:10192398		NCD
PROAKGOX1r	Arginine and Proline Metabolism	L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)		3A0000269	4	176	PMID:12714038,PMID:2543975,PMID:3034602	1.14.11.2	SAB
PROD2	Arginine and Proline Metabolism	Proline dehydrogenase		3A0000254	2	176	PMID:10192398	1.5.99.8	JLR
PROD2m	Arginine and Proline Metabolism	Proline dehydrogenase (m)		3A0000254	2	176	PMID:10192398	1.5.99.8	JLR SAB m
PRODt2r	Transport, extracellular	D-proline reversible transport via proton symport		3A0000304	2	185	PMID:11390972,PMID:11959859		NCD SAB D form
PRODt2rL	Transport, lysosomal	D-proline reversible transport via proton symport (lysosome)		3A0000269	4	185	PMID:11390972,PMID:11959859		NCD SAB D form, lyso
PROSTGD2t	Transport, extracellular	prostaglandin transport via bicarbonate countertransport		3A0000269	4	185	PMID:12507753,PMID:8787677,PMID:9334206		NJ
PROSTGE1t	Transport, extracellular	prostaglandin transport via bicarbonate countertransport		3A0000269	4	185	PMID:12507753,PMID:8787677,PMID:9334206		NJ
PROSTGE1t3	Transport, extracellular	prostaglandine E1 transport (ATP-dependent)		3A0000269	4	185	PMID:11447229,PMID:12637526,PMID:12835412		IT
PROSTGE2t	Transport, extracellular	prostaglandin transport via bicarbonate countertransport		3A0000269	4	185	PMID:12507753,PMID:8787677,PMID:9334206		NJ
PROSTGE2t2	Transport, extracellular	prostaglandin uniport		3A0000269	4	185	PMID:12827517,PMID:12883891,PMID:9187257		electrogenic, Na indepdendent &amp; rev NJ
PROSTGE2t3	Transport, extracellular	prostaglandine E2 transport (ATP-dependent)		3A0000269	4	185	PMID:11447229,PMID:12637526,PMID:12835412		IT
PROSTGF2t	Transport, extracellular	prostaglandin uniport		3A0000269	4	185	PMID:12827517,PMID:12883891,PMID:9187257		electrogenic, Na indepdendent &amp; rev NJ
PROSTGH2t	Transport, extracellular	Prostaglandin H2 transport		3A0000269	2	185	PMID:12827517,PMID:12883891,PMID:9187257		
PROSTGI2t	Transport, extracellular	Prostaglandin I2 transport		3A0000269	2	185	PMID:12827517,PMID:12883891,PMID:9187257		
PROSTGI2tr	Transport, endoplasmic reticular	Prostaglandin I2 transport (ER)		3A0000269	1	185	PMID:12827517,PMID:12883891,PMID:9187257		
PROt2r	Transport, extracellular	L-proline reversible transport via proton symport		3A0000304	2	185	PMID:11390972,PMID:11959859		NCD
PROt2rL	Transport, lysosomal	L-proline reversible transport via proton symport (lysosome)		3A0000269	4	185	PMID:11390972,PMID:11959859		NCD SAB lyso
PROt4	Transport, extracellular	Na+/Proline-L symporter		3A0000269	4	185	PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754		JLR
PROtm	Transport, mitochondrial	L-proline transport, mitochondrial		3A0000000	1	185			NCD
PRPNCOAHYDm	beta-Alanine metabolism	Propenoyl-CoA hydrolase (m)		3A0000134	1	176	PMID:8824301	4.2.1.17	SAB made up name because name in KEGG seemed wrong. in vitro assay
PRPNCOAHYDx	beta-Alanine metabolism	Propenoyl-CoA hydrolase (x)		3A0000269	4	176	PMID:8188243	4.2.1.17	SAB made up name because name in KEGG seemed wrong
PRPPS	Pentose phosphate pathway	phosphoribosylpyrophosphate synthetase		3A0000000	0	176			
PS_HSter	Transport, endoplasmic reticular	phosphatidylserine scramblase		3A0000000	2	185	PMID:10856717		
PS_HStg	Transport, golgi apparatus	phosphatidylserine scramblase		3A0000000	2	185	PMID:10856717		
PSDm_hs	Glycerophospholipid metabolism	Phosphatidylserine decarboxylase		3A0000269	4	176	PMID:15052331,PMID:9370338	4.1.1.65	modified from TV version for hs NJ
PSERT	Glycine, serine, alanine and threonine metabolism	phosphoserine transaminase		3A0000269	4	176	PMID:12633500	2.6.1.52	
PSFLIP	Transport, extracellular	phosphatidylserine flippase		3A0000269	4	185	PMID:10198212,PMID:10856717,PMID:11353404		See PMID: 10856717 - flippase activity NJ
PSFLIPm	Transport, mitochondrial	phosphatidylserine flippase		3A0000269	4	185	PMID:10198212,PMID:10856717,PMID:11353404		See PMID: 10856717 - flippase activity no detailed data on which compartment ATP hydrolysis occurs, so for the time being assumed to be cytosolic NJ
PSP_L	Glycine, serine, alanine and threonine metabolism	phosphoserine phosphatase (L-serine)		3A0000269	4	176	PMID:9188776,PMID:9573387	3.1.3.3	
PSSA1_hs	Glycerophospholipid metabolism	Phosphatidylserine synthase homo sapiens		3A0000269	4	176		2.7.8.8	phosphatidylcholine as substrate NJ
PSSA2_hs	Glycerophospholipid metabolism	Phosphatidylserine synthase homo sapiens		3A0000269	4	176		2.7.8.8	phosphatidylethanolamine version as substrate NJ
PSt3	Transport, extracellular	phosphatidylserine transport		3A0000269	2	185		2.7.8.8	
PTDCACRNCPT1	Fatty acid oxidation	carnitine fatty-acyl transferase		3A0000269	4	176	PMID:1988962	2.3.1.21	NJ
PTDCACRNCPT2	Fatty acid oxidation	pentadecanoate transport into the mitochondria		3A0000000	4	176	PMID:11274214,PMID:1528846,PMID:1988962		NJ
PTDCACRNt	Fatty acid oxidation	pentadecanoate transport into the mitochondria		3A0000000	4	185	PMID:14598172		NJ
PTDCAt	Transport, extracellular	fatty acid transport via diffusion		3A0000000	2	185			NJ
PTE2x	Fatty acid oxidation	peroxisomal acyl-CoA thioesterase		3A0000269	4	176	PMID:10092594		NJ
PTE3x	Fatty acid oxidation	peroxisomal acyl-CoA thioesterase		3A0000000	4	176	PMID:10944470		NJ
PTE4x	Fatty acid oxidation	peroxisomal acyl-CoA thioesterase		3A0000269	4	176	PMID:10944470		NJ
PTE5x	Fatty acid oxidation	peroxisomal acyl-CoA thioesterase		3A0000269	4	176	PMID:10944470		NJ
PTHPS	Tetrahydrobiopterin metabolism	6-pyruvoyltetrahydropterin synthase		3A0000269	4	176	PMID:10727395	4.2.3.12	Formery EC 4.6.1.10; New EC 4.2.3.12 catalyses triphosphate elimination and an intramolecular redox reaction in the presence of Mg2+. It has been identified in human liver. The product is 6-pyruvoyltetrahydrobiopterin
PTHPSn	Tetrahydrobiopterin metabolism	6-pyruvoyltetrahydropterin synthase, nuclear		3A0000269	4	176	PMID:10727395	4.2.3.12	Formery EC 4.6.1.10; New EC 4.2.3.12 catalyses triphosphate elimination and an intramolecular redox reaction in the presence of Mg2+. It has been identified in human liver. The product is 6-pyruvoyltetrahydrobiopterin
PTPAT	CoA synthesis	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)		3A0000269	4	176			
PTRCAT1	Arginine and Proline Metabolism	Putrescine acetyltransferase		3A0000269	4	176	PMID:12803540	2.3.1.57	SAB
PTRCOX1	Arginine and Proline Metabolism	Putrescine:oxygen oxidoreductase (deaminating)		3A0000304	2	176	PMID:9119395	1.4.3.6	SAB
PUNP1	Nucleotide interconversion	purine-nucleoside phosphorylase (Adenosine)		3A0000269	4	176	PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP2	Purine catabolism	purine-nucleoside phosphorylase (Deoxyadenosine)		3A0000269	4	176	PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP3	Purine catabolism	purine-nucleoside phosphorylase (Guanosine)		3A0000269	4	176	PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP4	Purine catabolism	purine-nucleoside phosphorylase (Deoxyguanosine)		3A0000269	4	176	PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP5	Purine catabolism	purine-nucleoside phosphorylase (Inosine)		3A0000269	4	176	PMID:14706628,PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP6	Purine catabolism	purine-nucleoside phosphorylase (Deoxyinosine)		3A0000269	4	176	PMID:14706628,PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferase
PUNP7	Nucleotide interconversion	purine-nucleoside phosphorylase (Xanthosine)		3A0000269	4	176	PMID:6087295,PMID:9305963	3.4.2.1	Specificity not completely determined. Can also catalyse ribosyltransferase reactions of the type catalysed by EC 2.4.2.5, nucleoside ribosyltransferasextsn
PVD3	Vitamin D metabolism	Previtamin D3 formation		3A0000134	4	176	PMID:6281884		This reaction takes place in skin and needs UV 290-305. based on Vitamins, G.F.M. Ball,2004, Blackwell publishing, 1st ed (book) pg.194 IT
PYAM5POr	Vitamin B6 metabolism	pyridoxamine 5'-phosphate oxidase		3A0000269	4	176	PMID:6380540	1.4.3.5	NCD  IT
PYAM5Ptm	Transport, mitochondrial	Pyridoxamine 5'-phosphate transport via diffusion, mitochondrial		3A0000000	2	185	PMID:6263901,PMID:7174673		IT
PYDAMK	Vitamin B6 metabolism	pyridoxamine kinase		3A0000269	4	176			
PYDAMtr	Transport, extracellular	pyridoxamine transport via diffusion		3A0000000	2	185	PMID:6380540		IT
PYDX5Ptm	Transport, mitochondrial	Pyridoxal 5'-phosphate transport via diffusion, mitochondrial		3A0000000	2	185	PMID:6263901,PMID:7174673		IT
PYDXDH	Vitamin B6 metabolism	pyridoxal dehydrogenase		3A0000269	4	176	PMID:6380540	1.2.3.1	IT
PYDXK	Vitamin B6 metabolism	pyridoxal kinase		3A0000269	4	176			
PYDXNK	Vitamin B6 metabolism	pyridoxine kinase		3A0000269	4	176			
PYDXNtr	Transport, extracellular	pyridoxine transport via diffusion		3A0000000	2	185	PMID:6380540		IT
PYDXPP	Vitamin B6 metabolism	Pyridoxal 5-phosphate phosphatase		3A0000304	2	176	PMID:14522954,PMID:6380540		
PYDXtr	Transport, extracellular	Pyridoxal transport		3A0000000	2	185	PMID:6380540		IT
PYK	Glycolysis/gluconeogenesis	pyruvate kinase		3A0000134	0	176			
PYLALDOX	Limonene and pinene degradation	Perillyl aldehyde:NAD+ oxidoreductase		3A0000212	1	176		1.2.1.36	SAB
PYLALDOXm	Limonene and pinene degradation	Perillyl aldehyde:NAD+ oxidoreductase (m)		3A0000212	1	176		1.5.1.12	SAB
PYNP2r	Pyrimidine catabolism	pyrimidine-nucleoside phosphorylase (uracil)		3A0000269	4	176	PMID:11278417,PMID:12084455,PMID:12849978,PMID:7488099	2.4.2.2	JLR- added reversible form of PYNP2
PYRt2m	Transport, mitochondrial	pyruvate mitochondrial transport via proton symport		3A0000000	0	185	PMID:14598172,PMID:6987111		IF changed name from &quot;tm&quot; to &quot;t2m&quot; - NCD
PYRt2p	D-alanine metabolism	pyruvate peroxisomal transport via proton symport		3A0000269	4	185	PMID:12705896,PMID:12739169,PMID:9786900		NCD
PYRt2r	Transport, extracellular	pyruvate reversible transport via proton symport		3A0000269	4	185	PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713		JLR
QUILSYN	Tryptophan metabolism	Quinolinate Synthase (Eukaryotic)		3A0000000	4	176	PMID:12140278		SAB mechanism is unclear non-enzymatic
RADH	Vitamin A metabolism	retinal dehydrogenase		3A0000000	2	176	PMID:1503811		IT
RADH2	Vitamin A metabolism	retinal dehydrogenase (NADPH)		3A0000000	2	176	PMID:1503811		IT
RADH3	Vitamin A metabolism	retinal dehydrogenase		3A0000000	2	176	PMID:11606944		IT
RADH4	Vitamin A metabolism	retinal dehydrogenase (NADPH)		3A0000000	2	176	PMID:11606944		IT
RAHY	Vitamin A metabolism	retinoic acid hydroxylation (P450)		3A0000000	2	176	PMID:1503811		IT
RAI1	Vitamin A metabolism	retinal isomerase (11-cis)		3A0000000	2	176	PMID:1503811	5.2.1.3	IT
RAI2	Vitamin A metabolism	retinal isomerase (9-cis)		3A0000000	2	176	PMID:1503811	5.2.1.3	IT
RAI3	Vitamin A metabolism	13-cis-retinoic acid isomerase		3A0000000	2	176	PMID:1503811,PMID:9677409,PMID:9806904		IT
RAI4	Vitamin A metabolism	13-cis-4-oxo-retinoic acid isomerase		3A0000000	2	176	PMID:1503811		IT
RAtn	Transport, nuclear	Retinoate transport, nuclear		3A0000000	2	185	PMID:1503811		IT
RAtn3	Transport, nuclear	13-cis-retinoic acid transport, nuclear		3A0000000	2	185	PMID:1503811		IT
RBFK	Vitamin B2 metabolism	riboflavin kinase		3A0000269	4	176			
RBK	Pentose phosphate pathway	ribokinase		3A0000304	2	176			
RBK_D	Pentose phosphate pathway	D-ribulokinase		3A0000304	2	176	PMID:15234337	2.7.1.47	
RBTt	Transport, extracellular	ribitol transport via passive diffusion		3A0000000	2	185	PMID:15234337		NCD
RDH1	Vitamin A metabolism	retinol dehydrogenase (all-trans)		3A0000269	4	176	PMID:10329026,PMID:12226107,PMID:12534290,PMID:1503811	1.1.1.105	IT
RDH1a	Vitamin A metabolism	retinol dehydrogenase (all-trans,NADPH)		3A0000269	4	176	PMID:12226107,PMID:12372410,PMID:12407145,PMID:1503811,PMID:15258582,PMID:15322982	1.1.1.105	IT
RDH2	Vitamin A metabolism	retinol dehydrogenase (9-cis,NADH)		3A0000269	4	176	PMID:12226107,PMID:1503811,PMID:7836368,PMID:9115228	1.1.1.105	IT
RDH2a	Vitamin A metabolism	retinol dehydrogenase (9-cis,NADPH)		3A0000269	4	176	PMID:12226107,PMID:12372410,PMID:12435598,PMID:1503811,PMID:15258582,PMID:15322982	1.1.1.105	IT
RDH3	Vitamin A metabolism	retinol dehydrogenase (11-cis,NADH)		3A0000269	4	176	PMID:12226107,PMID:1503811,PMID:7836368	1.1.1.105	IT
RDH3a	Vitamin A metabolism	retinol dehydrogenase (11-cis,NADPH)		3A0000269	4	176	PMID:12226107,PMID:12372410,PMID:1503811,PMID:15258582,PMID:15322982	1.1.1.105	IT
RDH4	Vitamin A metabolism	retinol dehydrogenase (13-cis,NADH)		3A0000269	4	176	PMID:9115228	1.1.1.105	IT
RETFA	Vitamin A metabolism	retinol acyltransferase		3A0000000	2	176	PMID:1503811	2.3.1.76	IT
RETFAt	Transport, extracellular	fatty acid retinol efflux		3A0000000	2	185	PMID:1503811		IT
RETFAt1	Transport, extracellular	fatty acid retinol efflux (9-cis)		3A0000000	2	185	PMID:1503811		IT
RETFAt2	Transport, extracellular	fatty acid retinol efflux (11-cis)		3A0000000	2	185	PMID:1503811		IT
RETH	Vitamin A metabolism	retinyl ester hydrolase		3A0000000	4	176	PMID:1503811,PMID:15955102		IT
RETH1	Vitamin A metabolism	retinyl ester hydrolase (9-cis)		3A0000000	2	176	PMID:1503811		IT
RETH1e	Vitamin A metabolism	retinyl ester hydrolase (9-cis), extracellular		3A0000000	2	176	PMID:1503811		IT
RETH2	Vitamin A metabolism	retinyl ester hydrolase (11-cis)		3A0000000	2	176	PMID:1503811		IT
RETH2e	Vitamin A metabolism	retinyl ester hydrolase (11-cis), extracellular		3A0000000	2	176	PMID:1503811		IT
RETHe	Vitamin A metabolism	retinyl ester hydrolase, extracellular		3A0000000	2	176	PMID:1503811		IT
RETI1	Vitamin A metabolism	retinol isomerase (11-cis)		3A0000000	2	176	PMID:1503811	5.2.1.7	IT
RETI2	Vitamin A metabolism	retinol isomerase (9-cis)		3A0000000	2	176	PMID:1503811	5.2.1.7	IT
RETI3	Vitamin A metabolism	retinol isomerase (13-cis)		3A0000000	4	176	PMID:11606944	5.2.1.7	IT
RETNCOA	Vitamin A metabolism	Retinoyl CoA formation		3A0000000	2	176	PMID:1503811		IT
RETNGLCt	Transport, extracellular	retinoyl glucuronide efflux		3A0000000	2	185	PMID:1503811		IT
RETNGLCt2	Transport, endoplasmic reticular	retinoyl glucuronide efflux (13-cis)		3A0000000	2	185	PMID:14704335,PMID:2324641		IT
RETNGLCt2r	Transport, endoplasmic reticular	retinoyl glucuronide efflux (13-cis) from ER		3A0000000	2	185	PMID:14704335,PMID:2324641		IT
RETNGLCtr	Transport, endoplasmic reticular	retinoyl glucuronide efflux from ER		3A0000000	2	185	PMID:14704335,PMID:2324641		IT
RETNt	Transport, extracellular	retinoic acid transport		3A0000000	2	185	PMID:8630327		IT
RETNtr	Transport, endoplasmic reticular	retinoic acid transport in ER		3A0000000	1	185	PMID:14704335		IT
RETNtr2	Transport, endoplasmic reticular	retinoic acid transport in ER (13-cis)		3A0000000	1	185	PMID:14704335		IT
RETt	Transport, extracellular	Retinol transport via faciliated diffusion		3A0000000	2	185	PMID:1503811		IT
RIBFLVt3	Transport, extracellular	riboflavin transport (ATP dependent)		3A0000000	4	185	PMID:8304455		_01-25-05 IT based on SAid et al., 1994, Am. Physiol. Soc., G15-G21.
RIBt	Transport, extracellular	ribose transport via diffusion		3A0000000	2	185	PMID:15234337		NCD
RIBt2	Transport, extracellular	ribose transport in via proton symporter		3A0000000	2	185	PMID:15234337		NCD
RNDR1	Nucleotide interconversion	ribonucleoside-diphosphate reductase (ADP)		3A0000254	2	176	PMID:14729598	1.7.14.1	
RNDR2	Nucleotide interconversion	ribonucleoside-diphosphate reductase (GDP)		3A0000254	2	176	PMID:14729598	1.7.14.1	
RNDR3	Nucleotide interconversion	ribonucleoside-diphosphate reductase (CDP)		3A0000269	4	176	PMID:14729598	1.7.14.1	
RNDR4	Nucleotide interconversion	ribonucleoside-diphosphate reductase (UDP)		3A0000254	2	176	PMID:14729598	1.7.14.1	
RNMK	NAD metabolism	ribosylnicotinamide kinase		3A0000269	4	176	PMID:15137942	2.7.1.22	
RPE	Pentose phosphate pathway	ribulose 5-phosphate 3-epimerase		3A0000000	0	176		5.1.3.1	SMP
RPI	Pentose phosphate pathway	ribose-5-phosphate isomerase		3A0000000	0	176		5.3.1.6	SMP
RTOT_2	R group synthesis	R total flux 2 position		3A0000000	0	176			
RTOT_3	R group synthesis	R total flux 3 position		3A0000000	0	176			
RTOT1	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R5 NJ
RTOT2	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R5 NJ
RTOT3	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R5 NJ
RTOT4	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R5 NJ
RTOT5	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R5 NJ
RTOT6	R group synthesis	R total flux		3A0000000	0	176			User defined, tissue specific fluxes that can be customized w/ various ratios of R1 through R6 NJ
RTOTAL2CRNCPT1	Fatty acid oxidation	carnitine fatty-acyl transferase		3A0000000	4	176	PMID:1988962	2.3.1.21	NJ
RTOTAL2CRNCPT2	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	176	PMID:11274214,PMID:1528846,PMID:1988962		NJ
RTOTAL2CRNt	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	185	PMID:14598172		NJ
RTOTAL2t	Transport, extracellular	RTOTAL2 transport		3A0000000	2	185	PMID:14598172		
RTOTAL3CRNCPT1	Fatty acid oxidation	carnitine fatty-acyl transferase		3A0000000	4	176	PMID:1988962	2.3.1.21	NJ
RTOTAL3CRNCPT2	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	176	PMID:11274214,PMID:1528846,PMID:1988962		NJ
RTOTAL3CRNt	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	185	PMID:14598172		NJ
RTOTAL3t	Transport, extracellular	RTOTAL3 transport		3A0000000	2	185	PMID:14598172		
RTOTALCRNCPT1	Fatty acid oxidation	carnitine fatty-acyl transferase		3A0000000	4	176	PMID:1988962	2.3.1.21	NJ
RTOTALCRNCPT2	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	176	PMID:11274214,PMID:1528846,PMID:1988962		NJ
RTOTALCRNt	Fatty acid oxidation	R group transport into the mitochondria		3A0000000	4	185	PMID:14598172		NJ
RTOTALt	Transport, extracellular	RTOTAL transport		3A0000000	2	185	PMID:14598172		
Rtotaltl	Transport, lysosomal	fatty acid intracellular transport		3A0000000	1	185			unknown mechanism for transport - carnitine transporters not found, unknown mechanism intracellularly, however there must be a mechanism for FA transport NJ
