metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
fucacngal14acglcgalgluside_hs[c],fucacngal14acglcgalgluside_hs,[c],"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",2,NA,NA
fucacngal14acglcgalgluside_hs[g],fucacngal14acglcgalgluside_hs,[g],"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",2,NA,NA
fucacngalacglcgalgluside_hs[c],fucacngalacglcgalgluside_hs,[c],"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",2,NA,NA
fucacngalacglcgalgluside_hs[g],fucacngalacglcgalgluside_hs,[g],"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",2,NA,NA
ksi[l],ksi,[l],keratan sulfate I,2,NA,NA
ksi_deg1[l],ksi_deg1,[l],"keratan sulfate I, degradation product 1",2,NA,NA
s2l2fn2m2masn[l],s2l2fn2m2masn,[l],PA6,2,NA,NA
fucfuc12gal14acglcgalgluside_hs[c],fucfuc12gal14acglcgalgluside_hs,[c],Ley glycolipid,2,NA,NA
fucfuc12gal14acglcgalgluside_hs[g],fucfuc12gal14acglcgalgluside_hs,[g],Ley glycolipid,2,NA,NA
fucfuc132galacglcgal14acglcgalgluside_hs[c],fucfuc132galacglcgal14acglcgalgluside_hs,[c],"V3Fuc,III3Fuc-nLc6Cer",2,NA,NA
fucfuc132galacglcgal14acglcgalgluside_hs[g],fucfuc132galacglcgal14acglcgalgluside_hs,[g],"V3Fuc,III3Fuc-nLc6Cer",2,NA,NA
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c],fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs,[c],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,2,NA,NA
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs,[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,2,NA,NA
fucfucfucgalacglcgal14acglcgalgluside_hs[c],fucfucfucgalacglcgal14acglcgalgluside_hs,[c],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,2,NA,NA
fucfucfucgalacglcgal14acglcgalgluside_hs[g],fucfucfucgalacglcgal14acglcgalgluside_hs,[g],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,2,NA,NA
fucfucgalacglcgalgluside_hs[c],fucfucgalacglcgalgluside_hs,[c],Leb glycolipid,2,NA,NA
fucfucgalacglcgalgluside_hs[g],fucfucgalacglcgalgluside_hs,[g],Leb glycolipid,2,NA,NA
fucgal14acglcgalgluside_hs[c],fucgal14acglcgalgluside_hs,[c],Lacto-N-fucopentaosyl III ceramide,2,NA,NA
fucgal14acglcgalgluside_hs[g],fucgal14acglcgalgluside_hs,[g],Lacto-N-fucopentaosyl III ceramide,2,NA,NA
fucgalfucgalacglcgalgluside_hs[c],fucgalfucgalacglcgalgluside_hs,[c],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,NA,NA
fucgalfucgalacglcgalgluside_hs[g],fucgalfucgalacglcgalgluside_hs,[g],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,NA,NA
fucgalgbside_hs[c],fucgalgbside_hs,[c],fucosyl galactosylgloboside,2,NA,NA
fucgalgbside_hs[g],fucgalgbside_hs,[g],fucosyl galactosylgloboside,2,NA,NA
4fumacac[c],4fumacac,[c],4-fumarylacetoacetate(2-),2,C01061,HMDB01268
acngalacglcgalgluside_hs[g],acngalacglcgalgluside_hs,[g],(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1,2,NA,NA
fucgalacglc13galacglcgal14acglcgalgluside_hs[g],fucgalacglc13galacglcgal14acglcgalgluside_hs,[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1,2,NA,NA
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],fucfucgalacglc13galacglcgal14acglcgalgluside_hs,[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,2,NA,NA
fucfucgalacglcgal14acglcgalgluside_hs[g],fucfucgalacglcgal14acglcgalgluside_hs,[g],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,2,NA,NA
fuc132galacglcgal14acglcgalgluside_hs[g],fuc132galacglcgal14acglcgalgluside_hs,[g],V3Fuc-nLc6Cer,2,NA,NA
m2mpdol_L[c],m2mpdol_L,[c],"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",2,NA,NA
m3mpdol_L[c],m3mpdol_L,[c],"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog",2,NA,NA
m2mpdol_U[c],m2mpdol_U,[c],"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",2,NA,NA
m3mpdol_U[c],m3mpdol_U,[c],"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog",2,NA,NA
m4mpdol_L[c],m4mpdol_L,[c],"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",2,NA,NA
m4mpdol_U[c],m4mpdol_U,[c],"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",2,NA,NA
m1mpdol_L[c],m1mpdol_L,[c],"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog",2,NA,NA
m1mpdol_U[c],m1mpdol_U,[c],"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog",2,NA,NA
ksi_pre14[g],ksi_pre14,[g],"keratan sulfate I biosynthesis, precursor 14",2,NA,NA
ksi_pre17[g],ksi_pre17,[g],"keratan sulfate I biosynthesis, precursor 17",2,NA,NA
ksi_pre20[g],ksi_pre20,[g],"keratan sulfate I biosynthesis, precursor 20",2,NA,NA
ksi_pre23[g],ksi_pre23,[g],"keratan sulfate I biosynthesis, precursor 23",2,NA,NA
ksi_pre26[g],ksi_pre26,[g],"keratan sulfate I biosynthesis, precursor 26",2,NA,NA
ksi_pre29[g],ksi_pre29,[g],"keratan sulfate I biosynthesis, precursor 29",2,NA,NA
ksi_pre32[g],ksi_pre32,[g],"keratan sulfate I biosynthesis, precursor 32",2,NA,NA
ksi_pre35[g],ksi_pre35,[g],"keratan sulfate I biosynthesis, precursor 35",2,NA,NA
ksi_pre36[g],ksi_pre36,[g],"keratan sulfate I biosynthesis, precursor 36",2,NA,NA
ksii_core4_pre1[g],ksii_core4_pre1,[g],"keratan sulfate II biosynthesis, precursor 1",2,NA,NA
ksii_core4_pre6[g],ksii_core4_pre6,[g],"keratan sulfate II biosynthesis, precursor 6",2,NA,NA
ksii_core4_pre9[g],ksii_core4_pre9,[g],"keratan sulfate II biosynthesis, precursor 9",2,NA,NA
ksii_core4_pre10[g],ksii_core4_pre10,[g],"keratan sulfate II biosynthesis, precursor 10",2,NA,NA
ksii_core2_pre1[g],ksii_core2_pre1,[g],"keratan sulfate II biosynthesis, precursor 1",2,NA,NA
ksii_core2_pre6[g],ksii_core2_pre6,[g],"keratan sulfate II biosynthesis, precursor 6",2,NA,NA
ksii_core2_pre9[g],ksii_core2_pre9,[g],"keratan sulfate II biosynthesis, precursor 9",2,NA,NA
ksii_core2_pre10[g],ksii_core2_pre10,[g],"keratan sulfate II biosynthesis, precursor 10",2,NA,NA
ksi_pre5[g],ksi_pre5,[g],"keratan sulfate I biosynthesis, precursor 5",2,NA,NA
ksi_pre8[g],ksi_pre8,[g],"keratan sulfate I biosynthesis, precursor 8",2,NA,NA
ksi_pre11[g],ksi_pre11,[g],"keratan sulfate I biosynthesis, precursor 11",2,NA,NA
dtdpglu[c],dtdpglu,[c],dTDP-glucose(2-),2,C00842,HMDB01328
glu5sa[c],glu5sa,[c],L-Glutamate 5-semialdehyde,2,C01165,HMDB02104
glu5p[m],glu5p,[m],L-Glutamate 5-phosphate,2,C03287,HMDB01228
gudac[c],gudac,[c],guanidinoacetic acid,2,C00581,HMDB00128
gacpail_hs[c],gacpail_hs,[c],glucosaminyl-acylphosphatidylinositol,2,NA,NA
sgalside_hs[g],sgalside_hs,[g],sulfatide galactocerebroside,2,NA,NA
galacglcgalgbside_hs[c],galacglcgalgbside_hs,[c],Gal-GlcNAc-Gal globoside,2,NA,NA
ksi_deg39[l],ksi_deg39,[l],"keratan sulfate I, degradation product 39",2,NA,NA
ksi_deg40[l],ksi_deg40,[l],"keratan sulfate I, degradation product 40",2,NA,NA
ksi_deg41[l],ksi_deg41,[l],"keratan sulfate I, degradation product 41",2,NA,NA
ksii_core2_deg2[l],ksii_core2_deg2,[l],"keratan sulfate II (core 2-linked), degradation product 2",2,NA,NA
ksii_core2_deg9[l],ksii_core2_deg9,[l],"keratan sulfate II (core 2-linked), degradation product 9",2,NA,NA
core6[l],core6,[l],Core 6,2,NA,NA
l2n2m2mn[l],l2n2m2mn,[l],"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",2,NA,NA
ksii_core4_deg2[l],ksii_core4_deg2,[l],"keratan sulfate II (core 4-linked), degradation product 2",2,NA,NA
ksi_deg5[l],ksi_deg5,[l],"keratan sulfate I, degradation product 5",2,NA,NA
galfuc12gal14acglcgalgluside_hs[c],galfuc12gal14acglcgalgluside_hs,[c],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,2,NA,NA
galfucgalacglcgal14acglcgalgluside_hs[c],galfucgalacglcgal14acglcgalgluside_hs,[c],(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,2,NA,NA
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c],galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs,[c],(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,2,NA,NA
galgalgalthcrm_hs[c],galgalgalthcrm_hs,[c],Gal-Gal-Gal-Gal-Gal-Glc-Cer,2,NA,NA
galgluside_hs[l],galgluside_hs,[l],galactosyl glucosyl ceramide,2,NA,NA
cs_a_b_pre2[g],cs_a_b_pre2,[g],"chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2",2,NA,NA
cs_c_pre2[g],cs_c_pre2,[g],"chondroitin sulfate C (GalNAc6S-GlcA), precursor 2",2,NA,NA
cs_c_pre3[g],cs_c_pre3,[g],"chondroitin sulfate C (GalNAc6S-GlcA), precursor 3",2,NA,NA
cs_d_pre3[g],cs_d_pre3,[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3",2,NA,NA
cs_d_pre4[g],cs_d_pre4,[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4",2,NA,NA
cs_e_pre3[g],cs_e_pre3,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3",2,NA,NA
Ser_Thr[g],Ser_Thr,[g],protein-linked serine or threonine residue (O-glycosylation site),2,NA,NA
lxser[g],lxser,[g],Gal-Xyl-L-Ser (protein),2,C01287,NA
l2xser[g],l2xser,[g],(Gal)2-Xyl-L-Ser (protein),2,C04825,NA
xser[g],xser,[g],Xyl-L-Ser (protein),2,C03424,NA
oagd3_hs[g],oagd3_hs,[g],9-O-Acetylated GD3,2,NA,NA
oagt3_hs[g],oagt3_hs,[g],9-O-Acetylated GT3,2,NA,NA
gar[c],gar,[c],N1-(5-Phospho-D-ribosyl)glycinamide,2,C03838,HMDB02022
fgam[c],fgam,[c],N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,2,C04376,HMDB01308
n2m2nmasn[l],n2m2nmasn,[l],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",2,C04946,NA
gluside_hs[l],gluside_hs,[l],D-glucosyl-N-acylsphingosine,2,NA,NA
gbside_hs[c],gbside_hs,[c],globoside,2,NA,NA
gcald[m],gcald,[m],glycolaldehyde,2,C00266,HMDB03344
glyclt[m],glyclt,[m],glycolate,2,C00160,HMDB00115
alpam[m],alpam,[m],S-aminomethyldihydrolipoamide,2,NA,HMDB06239
lpro[m],lpro,[m],Lipoylprotein,2,NA,NA
alpro[m],alpro,[m],S-Aminomethyldihydrolipoylprotein,2,NA,NA
dhlpro[m],dhlpro,[m],Dihydrolipolprotein,2,NA,NA
gd1b2_hs[c],gd1b2_hs,[c],GD1beta,2,NA,NA
gd1b2_hs[g],gd1b2_hs,[g],GD1beta,2,NA,NA
gd1c_hs[c],gd1c_hs,[c],GD1c,2,NA,NA
gd1c_hs[g],gd1c_hs,[g],GD1c,2,NA,NA
thf[l],thf,[l],"5,6,7,8-Tetrahydrofolate",2,C00101,HMDB01846
Tyr_ggn[c],Tyr_ggn,[c],Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),2,NA,NA
leuktrC4[r],leuktrC4,[r],leukotriene C4(2-),2,C02166,HMDB01198
glu_L[r],glu_L,[r],L-glutamate(1-),2,C00025,HMDB00148
leuktrD4[r],leuktrD4,[r],Leukotriene D4,2,C05951,HMDB03080
3htmelys[c],3htmelys,[c],"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",2,C01259,HMDB01422
4tmeabut[c],4tmeabut,[c],4-trimethylammoniobutanal,2,C01149,HMDB01345
gmp[m],gmp,[m],GMP,2,C00144,HMDB01397
glac[r],glac,[r],"D-glucurono-6,3-lactone",2,C02670,HMDB06355
glygn1[c],glygn1,[c],"glycogen, structure 1 (glycogenin-11[1,4-Glc])",2,NA,NA
glygn2[c],glygn2,[c],"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",2,NA,NA
hs_deg9[l],hs_deg9,[l],"heparan sulfate, degradation product 9",2,NA,NA
hs_deg10[l],hs_deg10,[l],"heparan sulfate, degradation product 10",2,NA,NA
cs_d_deg3[l],cs_d_deg3,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3",2,NA,NA
ha[l],ha,[l],hyaluronan,2,NA,NA
ha_deg1[l],ha_deg1,[l],hyaluronan degradation product 1,2,NA,NA
ha_pre1[l],ha_pre1,[l],"hyaluronan biosynthesis, precursor 1",2,C04794,NA
cs_b_pre4[g],cs_b_pre4,[g],"chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4",2,NA,NA
hs_pre10[g],hs_pre10,[g],(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre11[g],hs_pre11,[g],(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
cs_d_pre2[g],cs_d_pre2,[g],chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2,2,NA,NA
hs_pre1[g],hs_pre1,[g],"heparan sulfate, precursor 1",2,NA,NA
hs_pre2[g],hs_pre2,[g],"heparan sulfate, precursor 2",2,NA,NA
hs_pre3[g],hs_pre3,[g],GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre4[g],hs_pre4,[g],GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre5[g],hs_pre5,[g],(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre6[g],hs_pre6,[g],GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre7[g],hs_pre7,[g],(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre8[g],hs_pre8,[g],GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_deg3[l],hs_deg3,[l],"heparan sulfate, degradation product 3",2,NA,NA
hs_deg4[l],hs_deg4,[l],"heparan sulfate, degradation product 4",2,NA,NA
hs_deg8[l],hs_deg8,[l],"heparan sulfate, degradation product 8",2,NA,NA
hs_deg14[l],hs_deg14,[l],"heparan sulfate, degradation product 14",2,NA,NA
hs_deg15[l],hs_deg15,[l],"heparan sulfate, degradation product 15",2,NA,NA
hs_deg20[l],hs_deg20,[l],"heparan sulfate, degradation product 20",2,NA,NA
hs_deg21[l],hs_deg21,[l],"IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,NA,NA
hs_deg24[l],hs_deg24,[l],GlcNAc-GlcA-(Gal)2-Xyl,2,NA,NA
hs_deg25[l],hs_deg25,[l],"GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,NA,NA
hs_pre9[g],hs_pre9,[g],(GlcNAc-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
naglc2p_L[c],naglc2p_L,[c],"N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog",2,NA,NA
naglc2p_U[c],naglc2p_U,[c],"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",2,NA,NA
glc_D[g],glc_D,[g],D-glucose,2,C00031,HMDB00122
gullac[r],gullac,[r],"L-gulono-1,4-lactone",2,C01040,HMDB03466
gullac[c],gullac,[c],"L-gulono-1,4-lactone",2,C01040,HMDB03466
forglu[c],forglu,[c],N-Formimidoyl-L-glutamate,2,C00439,HMDB00854
pram[c],pram,[c],5-Phospho-beta-D-ribosylamine,2,C03090,HMDB01128
oxa[x],oxa,[x],oxalate(2-),2,C00209,HMDB02329
glyclt[x],glyclt,[x],glycolate,2,C00160,HMDB00115
glyc_S[c],glyc_S,[c],(S)-Glycerate,2,NA,HMDB06372
gmp[n],gmp,[n],GMP,2,C00144,HMDB01397
6pgc[r],6pgc,[r],6-Phospho-D-gluconate,2,C00345,HMDB01316
gp1calpha_hs[c],gp1calpha_hs,[c],GP1c alpha,2,NA,NA
gp1calpha_hs[g],gp1calpha_hs,[g],GP1c alpha,2,NA,NA
gp1c_hs[c],gp1c_hs,[c],GP1c,2,NA,NA
gp1c_hs[g],gp1c_hs,[g],GP1c,2,NA,NA
g3pc[c],g3pc,[c],sn-Glycero-3-phosphocholine,2,C00670,HMDB00086
em2emgacpail_prot_hs[r],em2emgacpail_prot_hs,[r],"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",2,NA,NA
gpi_prot_hs[r],gpi_prot_hs,[r],"{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI",2,NA,NA
gq1balpha_hs[c],gq1balpha_hs,[c],GQ1balpha,2,NA,NA
gq1b_hs[c],gq1b_hs,[c],GQ1b,2,NA,NA
gq1b_hs[g],gq1b_hs,[g],GQ1b,2,NA,NA
gsn[m],gsn,[m],Guanosine,2,C00387,HMDB00133
gsn[l],gsn,[l],Guanosine,2,C00387,HMDB00133
gt1a_hs[c],gt1a_hs,[c],GT1a,2,NA,NA
gt1a_hs[g],gt1a_hs,[g],GT1a,2,NA,NA
glcur1p[c],glcur1p,[c],D-Glucuronate 1-phosphate,2,C05385,HMDB03976
emem2gacpail_hs[r],emem2gacpail_hs,[r],"(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')",2,NA,NA
hcoumarin[c],hcoumarin,[c],umbelliferone,2,C09315,NA
hestratriol[c],hestratriol,[c],"4,17 dihydroxy estradiol",2,C14209,HMDB05896
hestratriol[r],hestratriol,[r],"4,17 dihydroxy estradiol",2,C14209,HMDB05896
hexccrn[c],hexccrn,[c],hexacosanoyl carnitine,2,NA,HMDB06347
hexccrn[m],hexccrn,[m],hexacosanoyl carnitine,2,NA,HMDB06347
4mlacac[c],4mlacac,[c],4-maleylacetoacetate,2,C01036,HMDB02052
im4act[c],im4act,[c],imidazole-4-acetaldehyde,2,C05130,HMDB03905
ppbng[c],ppbng,[c],Porphobilinogen,2,C00931,HMDB00245
hmbil[c],hmbil,[c],Hydroxymethylbilane,2,C01024,HMDB01137
hpdcacrn[c],hpdcacrn,[c],heptadecanoyl carnitine,2,NA,HMDB06210
hpdcacrn[m],hpdcacrn,[m],heptadecanoyl carnitine,2,NA,HMDB06210
hpyr[x],hpyr,[x],3-hydroxypyruvate,2,C00168,HMDB01352
hretn[c],hretn,[c],4 hydroxy retinoic acid,2,C16677,HMDB06254
hs_deg1[l],hs_deg1,[l],"heparan sulfate, degradation product 1",2,NA,NA
hs_deg2[l],hs_deg2,[l],"heparan sulfate, degradation product 2",2,NA,NA
hs_deg6[l],hs_deg6,[l],"heparan sulfate, degradation product 6",2,NA,NA
hs_deg7[l],hs_deg7,[l],"heparan sulfate, degradation product 7",2,NA,NA
hs_deg12[l],hs_deg12,[l],"heparan sulfate, degradation product 12",2,NA,NA
hs_deg13[l],hs_deg13,[l],"heparan sulfate, degradation product 13",2,NA,NA
hs_deg18[l],hs_deg18,[l],"heparan sulfate, degradation product 18",2,NA,NA
hs_deg19[l],hs_deg19,[l],"heparan sulfate, degradation product 19",2,NA,NA
cortsn[r],cortsn,[r],cortisone,2,C00762,HMDB02802
17ahprgstrn[c],17ahprgstrn,[c],17alpha-hydroxyprogesterone,2,C01176,HMDB00374
hspg[l],hspg,[l],heparan sulfate proteoglycan,2,NA,NA
hs[l],hs,[l],"heparan sulfate, free chain",2,NA,NA
hspg[g],hspg,[g],heparan sulfate proteoglycan,2,NA,NA
htaxol[c],htaxol,[c],6 alpha hydroxy taxol/ 6 alpha hydroxy paclitaxel,2,NA,NA
hxan[x],hxan,[x],Hypoxanthine,2,C00262,HMDB00157
hs_deg5[l],hs_deg5,[l],"heparan sulfate, degradation product 5",2,NA,NA
hs_deg16[l],hs_deg16,[l],"heparan sulfate, degradation product 16",2,NA,NA
hs_deg17[l],hs_deg17,[l],"heparan sulfate, degradation product 17",2,NA,NA
hs_deg22[l],hs_deg22,[l],"IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,NA,NA
hs_deg23[l],hs_deg23,[l],"GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,NA,NA
cs_b_deg3[l],cs_b_deg3,[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3",2,NA,NA
idour[c],idour,[c],L-iduronate,2,C06472,HMDB02704
idp[n],idp,[n],IDP(3-),2,C00104,HMDB03335
ins[m],ins,[m],Inosine,2,C00294,HMDB00195
itacon[m],itacon,[m],itaconate(2-),2,C00490,HMDB02092
itp[n],itp,[n],ITP(3-),2,C00081,HMDB00189
4izp[c],4izp,[c],4-Imidazolone-5-propanoate,2,C03680,HMDB01014
tagat_D[c],tagat_D,[c],D-tagatose,2,C00795,HMDB03418
ksii_core2[g],ksii_core2,[g],keratan sulfate II (core 2-linked),2,NA,NA
ksii_core2[l],ksii_core2,[l],keratan sulfate II (core 2-linked),2,NA,NA
ksii_core4[g],ksii_core4,[g],keratan sulfate II (core 4-linked),2,NA,NA
ksii_core4[l],ksii_core4,[l],keratan sulfate II (core 4-linked),2,NA,NA
ksi[g],ksi,[g],keratan sulfate I,2,NA,NA
4aphdob[c],4aphdob,[c],"4-(2-aminophenyl)-2,4-dioxobutanoate",2,C01252,HMDB00978
kynate[c],kynate,[c],kynurenate,2,C01717,HMDB00715
lcts[l],lcts,[l],Lactose,2,C00243,HMDB00186
lcts[g],lcts,[g],Lactose,2,C00243,HMDB00186
3spyr[c],3spyr,[c],3-sulfonatopyruvate(2-),2,C05528,HMDB04045
3spyr[m],3spyr,[m],3-sulfonatopyruvate(2-),2,C05528,HMDB04045
leuktrA4[r],leuktrA4,[r],leukotriene A4(1-),2,C00909,HMDB01337
nformanth[c],nformanth,[c],N-formylanthranilate,2,C05653,HMDB04089
lgnccrn[c],lgnccrn,[c],lignoceryl carnitine,2,NA,NA
lgnccrn[m],lgnccrn,[m],lignoceryl carnitine,2,NA,NA
cs_a_deg5[l],cs_a_deg5,[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5",2,NA,NA
lneldccrn[c],lneldccrn,[c],Linoelaidyl carnitine,2,NA,HMDB06461
lneldccrn[m],lneldccrn,[m],Linoelaidyl carnitine,2,NA,HMDB06461
lnlccrn[c],lnlccrn,[c],Linoleyl carnitine,2,NA,HMDB06469
lnlccrn[m],lnlccrn,[m],Linoleyl carnitine,2,NA,HMDB06469
lnlncacrn[c],lnlncacrn,[c],alpha-linolenyl carnitine,2,NA,HMDB06319
lnlncacrn[m],lnlncacrn,[m],alpha-linolenyl carnitine,2,NA,HMDB06319
lnlncgcrn[c],lnlncgcrn,[c],gamma-linolenyl carnitine,2,NA,HMDB06318
lnlncgcrn[m],lnlncgcrn,[m],gamma-linolenyl carnitine,2,NA,HMDB06318
44mctr[c],44mctr,[c],"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",2,C11455,HMDB01023
Ssq23epx[r],Ssq23epx,[r],"(S)-2,3-epoxysqualene",2,C01054,HMDB01188
thp2c[x],thp2c,[x],1-piperideine-6-carboxylate,2,NA,HMDB12130
peplys[n],peplys,[n],Peptidyl-L-lysine,2,C02188,NA
Nmelys[n],Nmelys,[n],Histone N6-methyl-L-lysine,2,C03702,NA
Ndmelys[n],Ndmelys,[n],"Protein N6,N6-dimethyl-L-lysine",2,C05545,NA
Ntmelys[n],Ntmelys,[n],"Protein N6,N6,N6-trimethyl-L-lysine",2,C05546,NA
lys_L[x],lys_L,[x],L-lysinium(1+),2,C00047,HMDB00182
6a2ohxnt[x],6a2ohxnt,[x],6-amino-2-oxohexanoic acid,2,C03239,HMDB12151
nm4masn[g],nm4masn,[g],(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,C05882,NA
nm2masn[g],nm2masn,[g],(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,C05884,NA
n3m2masn[g],n3m2masn,[g],((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,NA,NA
n2m2nmasn[g],n2m2nmasn,[g],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",2,C04946,NA
n4m2masn[g],n4m2masn,[g],((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,NA,NA
m7masnB[r],m7masnB,[r],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",2,NA,NA
3mldz[c],3mldz,[c],1-methylimidazole-4-acetaldehyde,2,C05827,HMDB04181
malt[l],malt,[l],Maltose,2,C00208,HMDB00163
