ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR05569,,asparagine[c] + threonine[e] <=> asparagine[e] + threonine[c],,ENSG00000103257,,,,,vmhreaction/r1654;metanetx.reaction/MNXR105598;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05570,,asparagine[c] + homoserine[e] <=> asparagine[e] + homoserine[c],,ENSG00000103257,,,,,vmhreaction/r1655;metanetx.reaction/MNXR105599;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05571,,asparagine[c] + isoleucine[e] <=> asparagine[e] + isoleucine[c],,ENSG00000103257,,,,,vmhreaction/r1656;metanetx.reaction/MNXR105600;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05572,,threonine[c] + valine[e] <=> threonine[e] + valine[c],,ENSG00000103257,,,,,vmhreaction/r1657;metanetx.reaction/MNXR105601;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05573,,homoserine[c] + valine[e] <=> homoserine[e] + valine[c],,ENSG00000103257,,,,,vmhreaction/r1658;metanetx.reaction/MNXR105602;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05574,,isoleucine[c] + valine[e] <=> isoleucine[e] + valine[c],,ENSG00000103257,,,,,vmhreaction/r1659;metanetx.reaction/MNXR105603;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05575,,homoserine[c] + threonine[e] <=> homoserine[e] + threonine[c],,ENSG00000103257,,,,,vmhreaction/r1660;metanetx.reaction/MNXR105604;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05576,,isoleucine[c] + threonine[e] <=> isoleucine[e] + threonine[c],,ENSG00000103257,,,,,vmhreaction/r1661;metanetx.reaction/MNXR105605;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05577,,homoserine[c] + isoleucine[e] <=> homoserine[e] + isoleucine[c],,ENSG00000103257,,,,,vmhreaction/r1662;metanetx.reaction/MNXR105606;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05578,,arginine[c] + lysine[e] <=> arginine[e] + lysine[c],,ENSG00000103064 or ENSG00000103257 or ENSG00000168003,,,,,bigg.reaction/ARGLYSex;vmhreaction/ARGLYSex;metanetx.reaction/MNXR95944;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05579,,lysine[c] + ornithine[e] <=> lysine[e] + ornithine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1664;metanetx.reaction/MNXR105607;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05580,,histidine[c] + lysine[e] <=> histidine[e] + lysine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1665;metanetx.reaction/MNXR105608;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05581,,citrulline[c] + lysine[e] <=> citrulline[e] + lysine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1666;metanetx.reaction/MNXR105609;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05582,,arginine[c] + ornithine[e] <=> arginine[e] + ornithine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1667;metanetx.reaction/MNXR95946;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05583,,arginine[c] + histidine[e] <=> arginine[e] + histidine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1668;metanetx.reaction/MNXR105610;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05584,,arginine[c] + citrulline[e] <=> arginine[e] + citrulline[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1669;metanetx.reaction/MNXR105611;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05585,,histidine[c] + ornithine[e] <=> histidine[e] + ornithine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1670;metanetx.reaction/MNXR105612;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05586,,citrulline[c] + histidine[e] <=> citrulline[e] + histidine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1671;metanetx.reaction/MNXR105613;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05587,,alanine[c] + glycine[e] + Na+[e] => alanine[e] + glycine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1672;metanetx.reaction/MNXR105614;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05588,,glutamine[c] + glycine[e] + Na+[e] => glutamine[e] + glycine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1673;metanetx.reaction/MNXR105615;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05589,,glycine[e] + Na+[e] + serine[c] => glycine[c] + Na+[c] + serine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1674;metanetx.reaction/MNXR105616;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05590,,glycine[e] + methionine[c] + Na+[e] => glycine[c] + methionine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1675;metanetx.reaction/MNXR105617;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05591,,glycine[e] + Na+[e] + tryptophan[c] => glycine[c] + Na+[c] + tryptophan[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1676;metanetx.reaction/MNXR105618;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05592,,glycine[e] + Na+[e] + phenylalanine[c] => glycine[c] + Na+[c] + phenylalanine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1677;metanetx.reaction/MNXR105619;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05593,,glycine[e] + Na+[e] + tyrosine[c] => glycine[c] + Na+[c] + tyrosine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1678;metanetx.reaction/MNXR105620;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05594,,cysteine[c] + glycine[e] + Na+[e] => cysteine[e] + glycine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1679;metanetx.reaction/MNXR105621;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05595,,glycine[e] + leucine[c] + Na+[e] => glycine[c] + leucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1680;metanetx.reaction/MNXR105622;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05596,,glycine[e] + Na+[e] + proline[c] => glycine[c] + Na+[c] + proline[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1681;metanetx.reaction/MNXR105623;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05597,,asparagine[c] + glycine[e] + Na+[e] => asparagine[e] + glycine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1682;metanetx.reaction/MNXR105624;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05598,,glycine[e] + Na+[e] + valine[c] => glycine[c] + Na+[c] + valine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1683;metanetx.reaction/MNXR105625;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05599,,glycine[e] + Na+[e] + threonine[c] => glycine[c] + Na+[c] + threonine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1684;metanetx.reaction/MNXR105626;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05600,,glycine[e] + homoserine[c] + Na+[e] => glycine[c] + homoserine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1685;metanetx.reaction/MNXR105627;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05601,,glycine[e] + isoleucine[c] + Na+[e] => glycine[c] + isoleucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1686;metanetx.reaction/MNXR105628;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05602,,alanine[e] + glycine[c] + Na+[e] => alanine[c] + glycine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1687;metanetx.reaction/MNXR105629;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05603,,alanine[e] + glutamine[c] + Na+[e] => alanine[c] + glutamine[e] + Na+[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/ALAGLNNaEx;vmhreaction/ALAGLNNaEx;metanetx.reaction/MNXR95688;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05604,,alanine[e] + Na+[e] + serine[c] => alanine[c] + Na+[c] + serine[e],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/ALASERNaEx;vmhreaction/ALASERNaEx;metanetx.reaction/MNXR95694;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05605,,alanine[e] + methionine[c] + Na+[e] => alanine[c] + methionine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1690;metanetx.reaction/MNXR105630;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05606,,alanine[e] + Na+[e] + tryptophan[c] => alanine[c] + Na+[c] + tryptophan[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1691;metanetx.reaction/MNXR105631;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05607,,alanine[e] + Na+[e] + phenylalanine[c] => alanine[c] + Na+[c] + phenylalanine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1692;metanetx.reaction/MNXR105632;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05608,,alanine[e] + Na+[e] + tyrosine[c] => alanine[c] + Na+[c] + tyrosine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1693;metanetx.reaction/MNXR105633;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05609,,alanine[e] + cysteine[c] + Na+[e] => alanine[c] + cysteine[e] + Na+[c],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/ALACYSNaEx;vmhreaction/ALACYSNaEx;metanetx.reaction/MNXR95683;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05610,,alanine[e] + leucine[c] + Na+[e] => alanine[c] + leucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1695;metanetx.reaction/MNXR105634;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05611,,alanine[e] + Na+[e] + proline[c] => alanine[c] + Na+[c] + proline[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1696;metanetx.reaction/MNXR105635;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05612,,alanine[e] + asparagine[c] + Na+[e] => alanine[c] + asparagine[e] + Na+[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/ALAASNNaEx;vmhreaction/ALAASNNaEx;metanetx.reaction/MNXR95680;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05613,,alanine[e] + Na+[e] + valine[c] => alanine[c] + Na+[c] + valine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1698;metanetx.reaction/MNXR105636;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05614,,alanine[e] + Na+[e] + threonine[c] => alanine[c] + Na+[c] + threonine[e],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/ALATHRNaEx;vmhreaction/ALATHRNaEx;metanetx.reaction/MNXR95700;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05615,,alanine[e] + homoserine[c] + Na+[e] => alanine[c] + homoserine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1700;metanetx.reaction/MNXR105637;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05616,,alanine[e] + isoleucine[c] + Na+[e] => alanine[c] + isoleucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1701;metanetx.reaction/MNXR105638;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05617,,glutamine[e] + glycine[c] + Na+[e] => glutamine[c] + glycine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1702;metanetx.reaction/MNXR105639;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05618,,alanine[c] + glutamine[e] + Na+[e] => alanine[e] + glutamine[c] + Na+[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/GLNALANaEx;vmhreaction/GLNALANaEx;metanetx.reaction/MNXR100246;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05619,,glutamine[e] + Na+[e] + serine[c] => glutamine[c] + Na+[c] + serine[e],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/GLNSERNaEx;vmhreaction/GLNSERNaEx;metanetx.reaction/MNXR100251;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05620,,glutamine[e] + methionine[c] + Na+[e] => glutamine[c] + methionine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1705;metanetx.reaction/MNXR105640;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05621,,glutamine[e] + Na+[e] + tryptophan[c] => glutamine[c] + Na+[c] + tryptophan[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1706;metanetx.reaction/MNXR105641;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05622,,glutamine[e] + Na+[e] + phenylalanine[c] => glutamine[c] + Na+[c] + phenylalanine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1707;metanetx.reaction/MNXR105642;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05623,,glutamine[e] + Na+[e] + tyrosine[c] => glutamine[c] + Na+[c] + tyrosine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1708;metanetx.reaction/MNXR105643;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05624,,cysteine[c] + glutamine[e] + Na+[e] => cysteine[e] + glutamine[c] + Na+[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/GLNCYSNaEx;vmhreaction/GLNCYSNaEx;metanetx.reaction/MNXR100249;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05625,,glutamine[e] + leucine[c] + Na+[e] => glutamine[c] + leucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1710;metanetx.reaction/MNXR105644;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05626,,glutamine[e] + Na+[e] + proline[c] => glutamine[c] + Na+[c] + proline[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1711;metanetx.reaction/MNXR105645;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05627,,asparagine[c] + glutamine[e] + Na+[e] => asparagine[e] + glutamine[c] + Na+[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/GLNASNNaEx;vmhreaction/GLNASNNaEx;metanetx.reaction/MNXR100247;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05628,,glutamine[e] + Na+[e] + valine[c] => glutamine[c] + Na+[c] + valine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1713;metanetx.reaction/MNXR105646;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05629,,glutamine[e] + Na+[e] + threonine[c] => glutamine[c] + Na+[c] + threonine[e],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/GLNTHRNaEx;vmhreaction/GLNTHRNaEx;metanetx.reaction/MNXR100255;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05630,,glutamine[e] + homoserine[c] + Na+[e] => glutamine[c] + homoserine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1715;metanetx.reaction/MNXR105647;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05631,,glutamine[e] + isoleucine[c] + Na+[e] => glutamine[c] + isoleucine[e] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1716;metanetx.reaction/MNXR105648;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05632,,glycine[c] + Na+[e] + serine[e] => glycine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1717;metanetx.reaction/MNXR105649;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05633,,alanine[c] + Na+[e] + serine[e] => alanine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/SERALANaEx;vmhreaction/SERALANaEx;metanetx.reaction/MNXR104330;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05634,,glutamine[c] + Na+[e] + serine[e] => glutamine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/SERGLNNaEx;vmhreaction/SERGLNNaEx;metanetx.reaction/MNXR104340;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05635,,methionine[c] + Na+[e] + serine[e] => methionine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1720;metanetx.reaction/MNXR105650;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05636,,Na+[e] + serine[e] + tryptophan[c] => Na+[c] + serine[c] + tryptophan[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1721;metanetx.reaction/MNXR105651;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05637,,Na+[e] + phenylalanine[c] + serine[e] => Na+[c] + phenylalanine[e] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1722;metanetx.reaction/MNXR105652;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05638,,Na+[e] + serine[e] + tyrosine[c] => Na+[c] + serine[c] + tyrosine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1723;metanetx.reaction/MNXR105653;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05639,,cysteine[c] + Na+[e] + serine[e] => cysteine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/SERCYSNaEx;vmhreaction/SERCYSNaEx;metanetx.reaction/MNXR104334;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05640,,leucine[c] + Na+[e] + serine[e] => leucine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1725;metanetx.reaction/MNXR105654;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05641,,Na+[e] + proline[c] + serine[e] => Na+[c] + proline[e] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1726;metanetx.reaction/MNXR105655;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05642,,asparagine[c] + Na+[e] + serine[e] => asparagine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000105281,,,,,bigg.reaction/SERASNNaEx;vmhreaction/SERASNNaEx;metanetx.reaction/MNXR104331;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05643,,Na+[e] + serine[e] + valine[c] => Na+[c] + serine[c] + valine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1728;metanetx.reaction/MNXR105656;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05644,,Na+[e] + serine[e] + threonine[c] => Na+[c] + serine[c] + threonine[e],,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,,,,,bigg.reaction/SERTHRNaEx;vmhreaction/SERTHRNaEx;metanetx.reaction/MNXR104349;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05645,,homoserine[c] + Na+[e] + serine[e] => homoserine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1730;metanetx.reaction/MNXR105657;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05646,,isoleucine[c] + Na+[e] + serine[e] => isoleucine[e] + Na+[c] + serine[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1731;metanetx.reaction/MNXR105658;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05647,,glycine[c] + methionine[e] + Na+[e] => glycine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1732;metanetx.reaction/MNXR105659;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05648,,alanine[c] + methionine[e] + Na+[e] => alanine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1733;metanetx.reaction/MNXR105660;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05649,,glutamine[c] + methionine[e] + Na+[e] => glutamine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1734;metanetx.reaction/MNXR105661;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05650,,methionine[e] + Na+[e] + serine[c] => methionine[c] + Na+[c] + serine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1735;metanetx.reaction/MNXR105662;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05651,,methionine[e] + Na+[e] + tryptophan[c] => methionine[c] + Na+[c] + tryptophan[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1736;metanetx.reaction/MNXR105663;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05652,,methionine[e] + Na+[e] + phenylalanine[c] => methionine[c] + Na+[c] + phenylalanine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1737;metanetx.reaction/MNXR105664;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05653,,methionine[e] + Na+[e] + tyrosine[c] => methionine[c] + Na+[c] + tyrosine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1738;metanetx.reaction/MNXR105665;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05654,,cysteine[c] + methionine[e] + Na+[e] => cysteine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1739;metanetx.reaction/MNXR105666;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05655,,leucine[c] + methionine[e] + Na+[e] => leucine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1740;metanetx.reaction/MNXR105667;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05656,,methionine[e] + Na+[e] + proline[c] => methionine[c] + Na+[c] + proline[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1741;metanetx.reaction/MNXR105668;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05657,,asparagine[c] + methionine[e] + Na+[e] => asparagine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1742;metanetx.reaction/MNXR105669;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05658,,methionine[e] + Na+[e] + valine[c] => methionine[c] + Na+[c] + valine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1743;metanetx.reaction/MNXR105670;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05659,,methionine[e] + Na+[e] + threonine[c] => methionine[c] + Na+[c] + threonine[e],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1744;metanetx.reaction/MNXR105671;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05660,,homoserine[c] + methionine[e] + Na+[e] => homoserine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1745;metanetx.reaction/MNXR105672;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05661,,isoleucine[c] + methionine[e] + Na+[e] => isoleucine[e] + methionine[c] + Na+[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1746;metanetx.reaction/MNXR105673;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05662,,glycine[c] + Na+[e] + tryptophan[e] => glycine[e] + Na+[c] + tryptophan[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1747;metanetx.reaction/MNXR105674;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05663,,alanine[c] + Na+[e] + tryptophan[e] => alanine[e] + Na+[c] + tryptophan[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1748;metanetx.reaction/MNXR105675;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05664,,glutamine[c] + Na+[e] + tryptophan[e] => glutamine[e] + Na+[c] + tryptophan[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1749;metanetx.reaction/MNXR105676;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05665,,Na+[e] + serine[c] + tryptophan[e] => Na+[c] + serine[e] + tryptophan[c],,ENSG00000103064 or ENSG00000103257,,,,,vmhreaction/r1750;metanetx.reaction/MNXR105677;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
