ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE_ASSOCIATION (SYMBOL),LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR05078,,glutamine[c] <=> glutamine[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,vmhreaction/r2525;metanetx.reaction/MNXR100259;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05079,,serine[e] => serine[c],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000130876 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A10 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,vmhreaction/r2526;metanetx.reaction/MNXR104354;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05080,,tryptophan[c] <=> tryptophan[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000112394 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC16A10 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/TRPt;vmhreaction/TRPt;metanetx.reaction/MNXR104949;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05082,,phenylalanine[c] <=> phenylalanine[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000112394 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC16A10 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/PHEtec;vmhreaction/PHEtec;metanetx.reaction/MNXR102637;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05084,,cysteine[e] => cysteine[c],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000130876 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A10 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/CYStec;vmhreaction/CYStec;metanetx.reaction/MNXR97029;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05085,,leucine[c] <=> leucine[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/LEUtec;vmhreaction/LEUtec;metanetx.reaction/MNXR101057;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05087,,proline[c] => proline[e],,ENSG00000003989 or ENSG00000092068 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,SLC7A2 or SLC7A8 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/PROt2r;vmhreaction/PROPAT4te;metanetx.reaction/MNXR103211;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05088,,asparagine[e] => asparagine[c],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,vmhreaction/r2532;metanetx.reaction/MNXR96069;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05089,,valine[c] <=> valine[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/VALtec;vmhreaction/VALtec;metanetx.reaction/MNXR105190;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05091,,threonine[e] => threonine[c],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000130876 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A10 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,vmhreaction/r2534;metanetx.reaction/MNXR104852;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05092,,isoleucine[c] <=> isoleucine[e],,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703,(ENSG00000092068 and ENSG00000168003) or SLC7A2 or SLC7A5 or SLC36A1 or SLC7A1 or SLC43A1 or SLC7A7 or SLC7A3 or SLC43A2,,,,,bigg.reaction/ILEtec;vmhreaction/ILEtec;metanetx.reaction/MNXR100824;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05094,,ornithine[e] => ornithine[c],,ENSG00000003989 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349,SLC7A2 or SLC38A4 or SLC7A1 or SLC7A3,,,,,vmhreaction/ORNtiDF;tcdb/2.A.3.3;tcdb/2.A.3.8;tcdb/2.A.1.44;sbo/SBO:0000185,Transport reactions,,,PMID:14770310;PMID:11004451;PMID:15465786;PMID:16082501;PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191,0
MAR05129,,guanosine[e] + Na+[e] => guanosine[c] + Na+[c],,ENSG00000137860 or ENSG00000197506,SLC28A2 or SLC28A3,,,,,bigg.reaction/GSNt4;vmhreaction/GSNt4;metanetx.reaction/MNXR100435;tcdb/2.A.41.2.4;sbo/SBO:0000185,Transport reactions,,,PMID:12856181;PMID:10772724,0
MAR05198,,albumin[c] <=> albumin[e],,,,,,,,vmhreaction/r0802;sbo/SBO:0000185,Transport reactions,,,PMID:15843442;PMID:2396980;PMID:3578517;PMID:9160046,0
MAR05200,,antichymotrypsin[c] <=> antichymotrypsin[e],,,,,,,,vmhreaction/r0804;sbo/SBO:0000185,Transport reactions,,,,0
MAR05202,,antitrypsin[c] <=> antitrypsin[e],,,,,,,,vmhreaction/r0806;sbo/SBO:0000185,Transport reactions,,,PMID:12023832;PMID:15843442;PMID:2396980;PMID:3578517;PMID:7544533;PMID:9160046,0
MAR05206,,apoA1[c] <=> apoA1[e],,,,,,,,vmhreaction/r0808;vmhreaction/HC00004t1e;metanetx.reaction/MNXR105391;sbo/SBO:0000185,Transport reactions,,,PMID:15976321;PMID:16680030,0
MAR05213,,fibrinogen[c] <=> fibrinogen[e],,,,,,,,vmhreaction/r1033;sbo/SBO:0000185,Transport reactions,,,PMID:10766195;PMID:11460506;PMID:18676163;PMID:2695254,0
MAR05215,,haptoglobin[c] <=> haptoglobin[e],,,,,,,,vmhreaction/r1048;sbo/SBO:0000185,Transport reactions,,,,0
MAR05216,,plasminogen[c] <=> plasminogen[e],,,,,,,,vmhreaction/r1054;sbo/SBO:0000185,Transport reactions,,,,0
MAR05219,,prothrombin[c] <=> prothrombin[e],,,,,,,,vmhreaction/r1056;sbo/SBO:0000185,Transport reactions,,,,0
MAR05221,,[apotransferin][c] <=> [apotransferin][e],,,,,,,,vmhreaction/r1081;sbo/SBO:0000185,Transport reactions,,,,0
MAR05231,,LPL[c] <=> LPL[e],,,,,,,,vmhreaction/HMR_5231;sbo/SBO:0000185,Transport reactions,,,,0
MAR05232,,HDL remnant[e] => HDL remnant[l],,,,,,,,vmhreaction/HMR_5232;sbo/SBO:0000185,Transport reactions,,,,0
MAR05236,,HDL[r] => HDL[e],,,,,,,,vmhreaction/HMR_5236;sbo/SBO:0000185,Transport reactions,,,,0
MAR05237,,LDL remnant[e] => LDL remnant[l],,,,,,,,vmhreaction/HMR_5237;sbo/SBO:0000185,Transport reactions,,,,0
MAR05240,,LDL[r] => LDL[e],,,,,,,,vmhreaction/HMR_5240;sbo/SBO:0000185,Transport reactions,,,,0
MAR05241,,VLDL remnant[e] => VLDL remnant[l],,ENSG00000130164,LDLR,,,,,vmhreaction/HMR_5241;sbo/SBO:0000185,Transport reactions,,,,0
MAR05246,,chylomicron remnant[e] => chylomicron remnant[l],,ENSG00000130164,LDLR,,,,,vmhreaction/HMR_5246;sbo/SBO:0000185,Transport reactions,,,,0
MAR05296,,methanol[c] <=> methanol[e],,,,,,,,bigg.reaction/MEOHt2;vmhreaction/MEOHt2;metanetx.reaction/MNXR101464;rhea/34874;rhea/34871;sbo/SBO:0000185,Transport reactions,,,,0
MAR05303,,ATP[c] <=> ATP[e],,,,,,,,vmhreaction/r1116;metanetx.reaction/MNXR96140;sbo/SBO:0000185,Transport reactions,,,PMID:10913128;PMID:11147574;PMID:11557556;PMID:12269403;PMID:14613890;PMID:15210701;PMID:15958381;PMID:17124168;PMID:179827;PMID:18697206;PMID:3031070;PMID:3244197;PMID:9305892,0
MAR05305,,alanine[e] + Na+[e] => alanine[c] + Na+[c],,ENSG00000003989 or ENSG00000072041 or ENSG00000105281 or ENSG00000111371 or ENSG00000115902 or ENSG00000134294 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349 or ENSG00000174358,SLC7A2 or SLC6A15 or SLC1A5 or SLC38A1 or SLC1A4 or SLC38A2 or SLC38A4 or SLC7A1 or SLC7A3 or SLC6A19,,,,,bigg.reaction/ALAt4;vmhreaction/ALAt4;metanetx.reaction/MNXR95692;tcdb/2.A.18.6.7;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05307,,alanine[e] + H+[c] + 2 Na+[e] => alanine[c] + H+[e] + 2 Na+[c],,ENSG00000017483 or ENSG00000188338,SLC38A5 or SLC38A3,,,,,bigg.reaction/ALAtN1;vmhreaction/ALAtN1;metanetx.reaction/MNXR95705;sbo/SBO:0000185,Transport reactions,,,,0
MAR05308,,glutamine[e] + Na+[e] => glutamine[c] + Na+[c],,ENSG00000072041 or ENSG00000105281 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000174358,SLC6A15 or SLC1A5 or SLC38A1 or SLC38A2 or SLC38A4 or SLC6A19,,,,,bigg.reaction/GLNt4;vmhreaction/GLNt4;metanetx.reaction/MNXR100261;tcdb/2.A.18.6.5;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05311,,asparagine[e] + Na+[e] => asparagine[c] + Na+[c],,ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209,SLC6A15 or SLC38A1 or SLC38A2 or SLC38A4,,,,,bigg.reaction/ASNt4;vmhreaction/ASNt4;metanetx.reaction/MNXR96057;tcdb/2.A.18.6.7;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05313,,asparagine[e] + H+[c] + 2 Na+[e] => asparagine[c] + H+[e] + 2 Na+[c],,ENSG00000017483 or ENSG00000188338,SLC38A5 or SLC38A3,,,,,bigg.reaction/ASNtN1;vmhreaction/ASNtN1;metanetx.reaction/MNXR96068;sbo/SBO:0000185,Transport reactions,,,,0
MAR05314,,Na+[e] + valine[e] => Na+[c] + valine[c],,ENSG00000072041 or ENSG00000174358,SLC6A15 or SLC6A19,,,,,bigg.reaction/VALt4;vmhreaction/VALt4;metanetx.reaction/MNXR105189;tcdb/2.A.1.44.1;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:17322374,0
MAR05315,,leucine[e] + Na+[e] => leucine[c] + Na+[c],,ENSG00000003989 or ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349 or ENSG00000168003 or ENSG00000174358,SLC7A2 or SLC6A15 or SLC38A1 or SLC38A2 or SLC38A4 or SLC7A1 or SLC7A3 or SLC3A2 or SLC6A19,,,,,bigg.reaction/LEUt4;vmhreaction/LEUt4;metanetx.reaction/MNXR101056;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:17322374,0
MAR05316,,isoleucine[e] + Na+[e] => isoleucine[c] + Na+[c],,ENSG00000072041 or ENSG00000174358,SLC6A15 or SLC6A19,,,,,bigg.reaction/ILEt4;vmhreaction/ILEt4;metanetx.reaction/MNXR100823;tcdb/2.A.1.44.1;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:17322374,0
MAR05317,,Na+[e] + tryptophan[e] => Na+[c] + tryptophan[c],,ENSG00000174358,SLC6A19,,,,,bigg.reaction/TRPt4;vmhreaction/TRPt4;metanetx.reaction/MNXR104951;sbo/SBO:0000185,Transport reactions,,,,0
MAR05318,,Na+[e] + tyrosine[e] => Na+[c] + tyrosine[c],,ENSG00000174358,SLC6A19,,,,,bigg.reaction/TYRt4;vmhreaction/TYRt4;metanetx.reaction/MNXR105004;sbo/SBO:0000185,Transport reactions,,,,0
MAR05319,,Na+[e] + phenylalanine[e] => Na+[c] + phenylalanine[c],,ENSG00000003989 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349 or ENSG00000174358,SLC7A2 or SLC38A1 or SLC38A2 or SLC38A4 or SLC7A1 or SLC7A3 or SLC6A19,,,,,bigg.reaction/PHEt4;vmhreaction/PHEt4;metanetx.reaction/MNXR102636;sbo/SBO:0000185,Transport reactions,,,,0
MAR05320,,glycine[e] + Na+[e] => glycine[c] + Na+[c],,ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000174358,SLC38A1 or SLC38A2 or SLC38A4 or SLC6A19,,,,,bigg.reaction/GLYt4;vmhreaction/GLYt4;metanetx.reaction/MNXR100351;tcdb/2.A.18.6.7;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05322,,Na+[e] + proline[e] => Na+[c] + proline[c],,ENSG00000011083 or ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000163817,SLC6A7 or SLC6A15 or SLC38A1 or SLC38A2 or SLC38A4 or SLC6A20,,,,,bigg.reaction/PROt4;vmhreaction/PROt4;metanetx.reaction/MNXR103197;tcdb/2.A.18.6.5;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05324,,methionine[e] + Na+[e] => methionine[c] + Na+[c],,ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000174358 or ENSG00000197375,SLC6A15 or SLC38A1 or SLC38A2 or SLC38A4 or SLC6A19 or SLC22A5,,,,,bigg.reaction/METt4;vmhreaction/METt4;metanetx.reaction/MNXR101492;tcdb/2.A.18.6.5;sbo/SBO:0000185,Transport reactions,,,PMID:12845534,0
MAR05326,,Na+[e] + threonine[e] => Na+[c] + threonine[c],,ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209,SLC6A15 or SLC38A1 or SLC38A2 or SLC38A4,,,,,bigg.reaction/THRt4;vmhreaction/THRt4;metanetx.reaction/MNXR104842;tcdb/2.A.18.6.7;sbo/SBO:0000185,Transport reactions,,,PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147,0
MAR05328,,aspartate[e] + Na+[e] => aspartate[c] + Na+[c],,ENSG00000079215 or ENSG00000105143 or ENSG00000106688 or ENSG00000110436 or ENSG00000178537,SLC1A3 or SLC1A6 or SLC1A1 or SLC1A2 or SLC25A20,,,,,bigg.reaction/r1143;vmhreaction/r1143;metanetx.reaction/MNXR96086;tcdb/2.A.18.6.3;sbo/SBO:0000185,Transport reactions,,,PMID:10823827,0
MAR05330,,glutamate[e] + Na+[e] => glutamate[c] + Na+[c],,ENSG00000079215 or ENSG00000105143 or ENSG00000106688 or ENSG00000110436 or ENSG00000162383 or ENSG00000174358 or ENSG00000178537,SLC1A3 or SLC1A6 or SLC1A1 or SLC1A2 or SLC1A7 or SLC6A19 or SLC25A20,,,,,bigg.reaction/GLUt4;vmhreaction/r1144;metanetx.reaction/MNXR100285;tcdb/2.A.18.6.3;sbo/SBO:0000185,Transport reactions,,,PMID:10823827,0
MAR05332,,ATP[c] + glutamate[c] + H2O[c] => ADP[c] + glutamate[e] + H+[c] + Pi[c],,ENSG00000091664 or ENSG00000104888 or ENSG00000179520,SLC17A6 or SLC17A7 or SLC17A8,,,,,bigg.reaction/GLUVESSEC;vmhreaction/GLUVESSEC;metanetx.reaction/MNXR100297;sbo/SBO:0000185,Transport reactions,,,,0
MAR05333,,histidine[e] + Na+[e] => histidine[c] + Na+[c],,ENSG00000134294 or ENSG00000139209,SLC38A2 or SLC38A4,,,,,bigg.reaction/HISt4;vmhreaction/HISt4;metanetx.reaction/MNXR100646;tcdb/2.A.18.6.5;sbo/SBO:0000185,Transport reactions,,,PMID:10823827;PMID:12845534,0
MAR05335,,H+[c] + histidine[e] + 2 Na+[e] => H+[e] + histidine[c] + 2 Na+[c],,ENSG00000188338,SLC38A3,,,,,bigg.reaction/HIStN1;vmhreaction/HIStN1;metanetx.reaction/MNXR100648;sbo/SBO:0000185,Transport reactions,,,,0
MAR05429,,ATP[c] + H2O[c] + 2 K+[e] + 3 Na+[c] => ADP[c] + H+[c] + 2 K+[c] + 3 Na+[e] + Pi[c],,(ENSG00000101892 and ENSG00000137731 and ENSG00000163399) or (ENSG00000018625 and ENSG00000129244 and ENSG00000137731) or (ENSG00000018625 and ENSG00000069849 and ENSG00000137731) or (ENSG00000101892 and ENSG00000105409 and ENSG00000137731) or (ENSG00000105409 and ENSG00000137731 and ENSG00000143153) or (ENSG00000105409 and ENSG00000129244 and ENSG00000137731) or (ENSG00000069849 and ENSG00000105409 and ENSG00000137731) or (ENSG00000101892 and ENSG00000132681 and ENSG00000137731) or (ENSG00000132681 and ENSG00000137731 and ENSG00000143153) or (ENSG00000129244 and ENSG00000132681 and ENSG00000137731) or (ENSG00000069849 and ENSG00000132681 and ENSG00000137731) or (ENSG00000137731 and ENSG00000143153 and ENSG00000163399) or (ENSG00000129244 and ENSG00000137731 and ENSG00000163399) or (ENSG00000069849 and ENSG00000137731 and ENSG00000163399) or (ENSG00000018625 and ENSG00000101892 and ENSG00000137731) or (ENSG00000018625 and ENSG00000137731 and ENSG00000143153),(ENSG00000101892 and FXYD2 and ENSG00000163399) or (ENSG00000018625 and ATP1B2 and ENSG00000137731) or (ENSG00000018625 and ATP1B3 and ENSG00000137731) or (ENSG00000101892 and ATP1A3 and ENSG00000137731) or (ENSG00000105409 and FXYD2 and ENSG00000143153) or (ENSG00000105409 and ATP1B2 and ENSG00000137731) or (ENSG00000069849 and ATP1A3 and ENSG00000137731) or (ENSG00000101892 and ATP1A4 and ENSG00000137731) or (ENSG00000132681 and FXYD2 and ENSG00000143153) or (ENSG00000129244 and ATP1A4 and ENSG00000137731) or (ENSG00000069849 and ATP1A4 and ENSG00000137731) or (ENSG00000137731 and ATP1B1 and ENSG00000163399) or (ENSG00000129244 and FXYD2 and ENSG00000163399) or (ENSG00000069849 and FXYD2 and ENSG00000163399) or (ENSG00000018625 and ATP1B4 and ENSG00000137731) or (ENSG00000018625 and FXYD2 and ENSG00000143153),,,,,bigg.reaction/NaKt;metanetx.reaction/MNXR102073;tcdb/3.A.3.1.1;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,PMID:2835623;PMID:6258180,0
MAR05430,,H+[c] + Na+[e] => H+[e] + Na+[c],,ENSG00000066230 or ENSG00000090020 or ENSG00000115616 or ENSG00000135740 or ENSG00000180251 or ENSG00000181804,SLC9A3 or SLC9A1 or SLC9A2 or SLC9A5 or SLC9A4 or SLC9A9,,,,,bigg.reaction/NAt3_1;vmhreaction/NAt3_1;metanetx.reaction/MNXR101803;tcdb/2.A.36.1.1;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05432,,HCO3-[c] + Na+[c] => HCO3-[e] + Na+[e],,ENSG00000033867,SLC4A7,,,,,bigg.reaction/HCO3_NAt;vmhreaction/HCO3_NAt;metanetx.reaction/MNXR100485;tcdb/2.A.31.2.1;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05433,,K+[c] => K+[e],,(ENSG00000006071 and ENSG00000121361) or (ENSG00000069431 and ENSG00000121361) or (ENSG00000006071 and ENSG00000187486) or (ENSG00000069431 and ENSG00000187486),(ENSG00000006071 and ENSG00000121361) or (ENSG00000069431 and ENSG00000121361) or (ENSG00000006071 and ENSG00000187486) or (ENSG00000069431 and ENSG00000187486),,,,,vmhreaction/r1492;metanetx.reaction/MNXR100950;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05435,,2 Na+[e] + taurolithocholate[e] => 2 Na+[c] + taurolithocholate[c],,ENSG00000100652 or ENSG00000125255,SLC10A1 or SLC10A2,,,,,vmhreaction/r1499;metanetx.reaction/MNXR105481;tcdb/2.A.28.1.1;sbo/SBO:0000185,Transport reactions,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR05436,,glycolithocholate[e] + 2 Na+[e] => glycolithocholate[c] + 2 Na+[c],,ENSG00000100652 or ENSG00000125255,SLC10A1 or SLC10A2,,,,,vmhreaction/r1500;metanetx.reaction/MNXR105482;tcdb/2.A.28.1.1;sbo/SBO:0000185,Transport reactions,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR05437,,2 Na+[e] + tauroursodeoxycholate[e] => 2 Na+[c] + tauroursodeoxycholate[c],,ENSG00000100652 or ENSG00000125255,SLC10A1 or SLC10A2,,,,,vmhreaction/r1501;metanetx.reaction/MNXR105483;tcdb/2.A.28.1.1;sbo/SBO:0000185,Transport reactions,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR05438,,glycoursodeoxycholate[e] + 2 Na+[e] => glycoursodeoxycholate[c] + 2 Na+[c],,ENSG00000100652 or ENSG00000125255,SLC10A1 or SLC10A2,,,,,vmhreaction/r1502;metanetx.reaction/MNXR105484;tcdb/2.A.28.1.1;sbo/SBO:0000185,Transport reactions,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR05439,,2 Na+[e] + sulfochenodeoxycholate[e] => 2 Na+[c] + sulfochenodeoxycholate[c],,ENSG00000100652 or ENSG00000125255,SLC10A1 or SLC10A2,,,,,vmhreaction/r1503;metanetx.reaction/MNXR105485;tcdb/2.A.28.1.1;sbo/SBO:0000185,Transport reactions,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR05440,,bilirubin[e] => bilirubin[c],,,,,,,,vmhreaction/r1512;metanetx.reaction/MNXR96262;sbo/SBO:0000185,Transport reactions,,,PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR05441,,homoserine[c] <=> homoserine[e],,ENSG00000149150,SLC43A1,,,,,vmhreaction/r2535;metanetx.reaction/MNXR100678;sbo/SBO:0000185,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
