id	name	subsystem	formula	ecnumber	keggId	keggorthology	cog	seed	metanetx
ARGARGLYSt	Transport of ArgArgLys, Extracellular	argarglys[e] + h[e] <=> argarglys[c] + h[c] 	Transport, extracellular						
ARGARGMETt	Transport of ArgArgMet, Extracellular	argargmet[e] + h[e] <=> argargmet[c] + h[c] 	Transport, extracellular						
ARGCYSGLYt	Transport of ArgCysGly, Extracellular	argcysgly[e] + h[e] <=> argcysgly[c] + h[c] 	Transport, extracellular						
ARGCYSSERt	Transport of ArgCysSer, Extracellular	argcysser[e] + h[e] <=> argcysser[c] + h[c] 	Transport, extracellular						
ARGGLUGLUt	Transport of ArgGluGlu, Extracellular	arggluglu[e] + h[e] <=> arggluglu[c] + h[c] 	Transport, extracellular						
ARGGLUPROt	Transport of ArgGluPro, Extracellular	argglupro[e] + h[e] <=> argglupro[c] + h[c] 	Transport, extracellular						
ARGGLYGLYt	Transport of ArgGlyGly, Extracellular	argglygly[e] + h[e] <=> argglygly[c] + h[c] 	Transport, extracellular						
ARGHISTHRt	Transport of ArgHisThr, Extracellular	arghisthr[e] + h[e] <=> arghisthr[c] + h[c] 	Transport, extracellular						
ARGLEUPHEt	Transport of ArgLeuPhe, Extracellular	argleuphe[e] + h[e] <=> argleuphe[c] + h[c] 	Transport, extracellular						
ARGLYSASPt	Transport of ArgLysAsp, Extracellular	arglysasp[e] + h[e] <=> arglysasp[c] + h[c] 	Transport, extracellular						
ARGPHEARGt	Transport of ArgPheArg, Extracellular	argphearg[e] + h[e] <=> argphearg[c] + h[c] 	Transport, extracellular						
ARGPROMETt	Transport of ArgProMet, Extracellular	argpromet[e] + h[e] <=> argpromet[c] + h[c] 	Transport, extracellular						
ARGPROTHRt	Transport of ArgProThr, Extracellular	argprothr[e] + h[e] <=> argprothr[c] + h[c] 	Transport, extracellular						
ARGSERSERt	Transport of ArgSerSer, Extracellular	argserser[e] + h[e] <=> argserser[c] + h[c] 	Transport, extracellular						
ARGTYRVALt	Transport of ArgtyrVal, Extracellular	argtyrval[e] + h[e] <=> argtyrval[c] + h[c] 	Transport, extracellular						
ARGVALCYSt	Transport of ArgValCys, Extracellular	argvalcys[e] + h[e] <=> argvalcys[c] + h[c] 	Transport, extracellular						
ARGVALTRPt	Transport of ArgValTrp, Extracellular	argvaltrp[e] + h[e] <=> argvaltrp[c] + h[c] 	Transport, extracellular						
ASNASNARGt	Transport of AsnAsnArg, Extracellular	asnasnarg[e] + h[e] <=> asnasnarg[c] + h[c] 	Transport, extracellular						
ASNCYSCYSt	Transport of AsnCysCys, Extracellular	asncyscys[e] + h[e] <=> asncyscys[c] + h[c] 	Transport, extracellular						
ASNMETPROt	Transport of AsnMetPro, Extracellular	asnmetpro[e] + h[e] <=> asnmetpro[c] + h[c] 	Transport, extracellular						
ASNPHEASPt	Transport of AsnPheAsp, Extracellular	asnpheasp[e] + h[e] <=> asnpheasp[c] + h[c] 	Transport, extracellular						
ASNPHECYSt	Transport of AsnPheCys, Extracellular	asnphecys[e] + h[e] <=> asnphecys[c] + h[c] 	Transport, extracellular						
ASNTYRGLYt	Transport of AsntyrGly, Extracellular	asntyrgly[e] + h[e] <=> asntyrgly[c] + h[c] 	Transport, extracellular						
ASNTYRPHEt	Transport of AsntyrPhe, Extracellular	asntyrphe[e] + h[e] <=> asntyrphe[c] + h[c] 	Transport, extracellular						
ASNTYRTHRt	Transport of AsntyrThr, Extracellular	asntyrthr[e] + h[e] <=> asntyrthr[c] + h[c] 	Transport, extracellular						
ASPALAARGt	Transport of AspAlaArg, Extracellular	aspalaarg[e] + h[e] <=> aspalaarg[c] + h[c] 	Transport, extracellular						
ASPASNGLUt	Transport of AspAsnGlu, Extracellular	aspasnglu[e] + h[e] <=> aspasnglu[c] + h[c] 	Transport, extracellular						
ASPGLUt	Transport of AspGlu, Extracellular	aspglu[e] + h[e] <=> aspglu[c] + h[c] 	Transport, extracellular						
ASPGLUPROt	Transport of AspGluPro, Extracellular	aspglupro[e] + h[e] <=> aspglupro[c] + h[c] 	Transport, extracellular						
ASPGLUTRPt	Transport of AspGluTrp, Extracellular	aspglutrp[e] + h[e] <=> aspglutrp[c] + h[c] 	Transport, extracellular						
ASPHISCYSt	Transport of AspHisCys, Extracellular	asphiscys[e] + h[e] <=> asphiscys[c] + h[c] 	Transport, extracellular						
ASPHISPROt	Transport of AspHisPro, Extracellular	asphispro[e] + h[e] <=> asphispro[c] + h[c] 	Transport, extracellular						
ASPLYSGLUt	Transport of AspLysGlu, Extracellular	asplysglu[e] + h[e] <=> asplysglu[c] + h[c] 	Transport, extracellular						
ASPLYSHISt	Transport of AspLysHis, Extracellular	asplyshis[e] + h[e] <=> asplyshis[c] + h[c] 	Transport, extracellular						
ASPMETASPt	Transport of AspMetAsp, Extracellular	aspmetasp[e] + h[e] <=> aspmetasp[c] + h[c] 	Transport, extracellular						
ASPPROLYSt	Transport of AspProLys, Extracellular	aspprolys[e] + h[e] <=> aspprolys[c] + h[c] 	Transport, extracellular						
ASPVALASNt	Transport of AspValAsn, Extracellular	aspvalasn[e] + h[e] <=> aspvalasn[c] + h[c] 	Transport, extracellular						
CYSASNMETt	Transport of CysAsnMet, Extracellular	cysasnmet[e] + h[e] <=> cysasnmet[c] + h[c] 	Transport, extracellular						
CYSASPPHEt	Transport of CysAspPhe, Extracellular	cysaspphe[e] + h[e] <=> cysaspphe[c] + h[c] 	Transport, extracellular						
CYSCYSt	Transport of CysCys, Extracellular	cyscys[e] + h[e] <=> cyscys[c] + h[c] 	Transport, extracellular						
CYSGLNMETt	Transport of CysGlnMet, Extracellular	cysglnmet[e] + h[e] <=> cysglnmet[c] + h[c] 	Transport, extracellular						
CYSGLUHISt	Transport of CysGluHis, Extracellular	cysgluhis[e] + h[e] <=> cysgluhis[c] + h[c] 	Transport, extracellular						
CYSGLUTRPt	Transport of CysGluTrp, Extracellular	cysglutrp[e] + h[e] <=> cysglutrp[c] + h[c] 	Transport, extracellular						
CYSLEUTHRt	Transport of CysLeuThr, Extracellular	cysleuthr[e] + h[e] <=> cysleuthr[c] + h[c] 	Transport, extracellular						
CYSSERMETt	Transport of CysSerMet, Extracellular	cyssermet[e] + h[e] <=> cyssermet[c] + h[c] 	Transport, extracellular						
CYSTYRASNt	Transport of CystyrAsn, Extracellular	cystyrasn[e] + h[e] <=> cystyrasn[c] + h[c] 	Transport, extracellular						
GLNASNGLNt	Transport of GlnAsnGln, Extracellular	glnasngln[e] + h[e] <=> glnasngln[c] + h[c] 	Transport, extracellular						
GLNHISHISt	Transport of GlnHisHis, Extracellular	glnhishis[e] + h[e] <=> glnhishis[c] + h[c] 	Transport, extracellular						
GLNHISLYSt	Transport of GlnHisLys, Extracellular	glnhislys[e] + h[e] <=> glnhislys[c] + h[c] 	Transport, extracellular						
GLNLYSLYSt	Transport of GlnLysLys, Extracellular	glnlyslys[e] + h[e] <=> glnlyslys[c] + h[c] 	Transport, extracellular						
GLNLYSTRPt	Transport of GlnLysTrp, Extracellular	glnlystrp[e] + h[e] <=> glnlystrp[c] + h[c] 	Transport, extracellular						
GLNPROGLUt	Transport of GlnProGlu, Extracellular	glnproglu[e] + h[e] <=> glnproglu[c] + h[c] 	Transport, extracellular						
GLNTRPGLUt	Transport of GlnTrpGlu, Extracellular	glntrpglu[e] + h[e] <=> glntrpglu[c] + h[c] 	Transport, extracellular						
GLNTYRLEUt	Transport of GlntyrLeu, Extracellular	glntyrleu[e] + h[e] <=> glntyrleu[c] + h[c] 	Transport, extracellular						
GLUARGLEUt	Transport of GluArgLeu, Extracellular	gluargleu[e] + h[e] <=> gluargleu[c] + h[c] 	Transport, extracellular						
GLUASNLEUt	Transport of GluAsnLeu, Extracellular	gluasnleu[e] + h[e] <=> gluasnleu[c] + h[c] 	Transport, extracellular						
GLUGLUt	Transport of GluGlu, Extracellular	gluglu[e] + h[e] <=> gluglu[c] + h[c] 	Transport, extracellular						
GLUILELYSt	Transport of GluIleLys, Extracellular	gluilelys[e] + h[e] <=> gluilelys[c] + h[c] 	Transport, extracellular						
GLULEUt	Transport of GluLeu, Extracellular	gluleu[e] + h[e] <=> gluleu[c] + h[c] 	Transport, extracellular						
GLUMETt	Transport of GluMet, Extracellular	glumet[e] + h[e] <=> glumet[c] + h[c] 	Transport, extracellular						
GLUMETHISt	Transport of GluMetHis, Extracellular	glumethis[e] + h[e] <=> glumethis[c] + h[c] 	Transport, extracellular						
GLUTHRt	Transport of GluThr, Extracellular	gluthr[e] + h[e] <=> gluthr[c] + h[c] 	Transport, extracellular						
GLUTHRLYSt	Transport of GluThrLys, Extracellular	gluthrlys[e] + h[e] <=> gluthrlys[c] + h[c] 	Transport, extracellular						
GLUTRPALAt	Transport of GluTrpAla, Extracellular	glutrpala[e] + h[e] <=> glutrpala[c] + h[c] 	Transport, extracellular						
GLYHISASNt	Transport of GlyHisAsn, Extracellular	glyhisasn[e] + h[e] <=> glyhisasn[c] + h[c] 	Transport, extracellular						
GLYHISLYSt	Transport of GlyHisLys, Extracellular	glyhislys[e] + h[e] <=> glyhislys[c] + h[c] 	Transport, extracellular						
GLYLYSCYSt	Transport of GlyLysCys, Extracellular	glylyscys[e] + h[e] <=> glylyscys[c] + h[c] 	Transport, extracellular						
GLYLYSPHEt	Transport of GlyLysPhe, Extracellular	glylysphe[e] + h[e] <=> glylysphe[c] + h[c] 	Transport, extracellular						
GLYTYRLYSt	Transport of GlytyrLys, Extracellular	glytyrlys[e] + h[e] <=> glytyrlys[c] + h[c] 	Transport, extracellular						
GLYVALHISt	Transport of GlyValHis, Extracellular	glyvalhis[e] + h[e] <=> glyvalhis[c] + h[c] 	Transport, extracellular						
HISARGCYSt	Transport of HisArgCys, Extracellular	h[e] + hisargcys[e] <=> h[c] + hisargcys[c] 	Transport, extracellular						
HISARGSERt	Transport of HisArgSer, Extracellular	h[e] + hisargser[e] <=> h[c] + hisargser[c] 	Transport, extracellular						
HISASPt	Transport of HisAsp, Extracellular	h[e] + hisasp[e] <=> h[c] + hisasp[c] 	Transport, extracellular						
HISCYSCYSt	Transport of HisCysCys, Extracellular	h[e] + hiscyscys[e] <=> h[c] + hiscyscys[c] 	Transport, extracellular						
HISGLNALAt	Transport of HisGlnAla, Extracellular	h[e] + hisglnala[e] <=> h[c] + hisglnala[c] 	Transport, extracellular						
HISGLUt	Transport of HisGlu, Extracellular	h[e] + hisglu[e] <=> h[c] + hisglu[c] 	Transport, extracellular						
HISGLUGLNt	Transport of HisGluGln, Extracellular	h[e] + hisglugln[e] <=> h[c] + hisglugln[c] 	Transport, extracellular						
HISGLYLYSt	Transport of HisGlyLys, Extracellular	h[e] + hisglylys[e] <=> h[c] + hisglylys[c] 	Transport, extracellular						
HISHISLYSt	Transport of HisHisLys, Extracellular	h[e] + hishislys[e] <=> h[c] + hishislys[c] 	Transport, extracellular						
HISLYSALAt	Transport of HisLysAla, Extracellular	h[e] + hislysala[e] <=> h[c] + hislysala[c] 	Transport, extracellular						
HISLYSGLUt	Transport of HisLysGlu, Extracellular	h[e] + hislysglu[e] <=> h[c] + hislysglu[c] 	Transport, extracellular						
HISLYSILEt	Transport of HisLysIle, Extracellular	h[e] + hislysile[e] <=> h[c] + hislysile[c] 	Transport, extracellular						
HISLYSTHRt	Transport of HisLysThr, Extracellular	h[e] + hislysthr[e] <=> h[c] + hislysthr[c] 	Transport, extracellular						
HISLYSVALt	Transport of HisLysVal, Extracellular	h[e] + hislysval[e] <=> h[c] + hislysval[c] 	Transport, extracellular						
HISMETt	Transport of HisMet, Extracellular	h[e] + hismet[e] <=> h[c] + hismet[c] 	Transport, extracellular						
HISMETGLNt	Transport of HisMetGln, Extracellular	h[e] + hismetgln[e] <=> h[c] + hismetgln[c] 	Transport, extracellular						
HISPHEARGt	Transport of HisPheArg, Extracellular	h[e] + hisphearg[e] <=> h[c] + hisphearg[c] 	Transport, extracellular						
HISPROLYSt	Transport of HisProLys, Extracellular	h[e] + hisprolys[e] <=> h[c] + hisprolys[c] 	Transport, extracellular						
HISTRPHISt	Transport of HisTrpHis, Extracellular	h[e] + histrphis[e] <=> h[c] + histrphis[c] 	Transport, extracellular						
ILEARGILEt	Transport of IleArgIle, Extracellular	h[e] + ileargile[e] <=> h[c] + ileargile[c] 	Transport, extracellular						
ILEASNHISt	Transport of IleAsnHis, Extracellular	h[e] + ileasnhis[e] <=> h[c] + ileasnhis[c] 	Transport, extracellular						
ILEASPt	Transport of IleAsp, Extracellular	h[e] + ileasp[e] <=> h[c] + ileasp[c] 	Transport, extracellular						
ILEGLNGLUt	Transport of IleGlnGlu, Extracellular	h[e] + ileglnglu[e] <=> h[c] + ileglnglu[c] 	Transport, extracellular						
ILEGLYARGt	Transport of IleGlyArg, Extracellular	h[e] + ileglyarg[e] <=> h[c] + ileglyarg[c] 	Transport, extracellular						
ILEPROLYSt	Transport of IleProLys, Extracellular	h[e] + ileprolys[e] <=> h[c] + ileprolys[c] 	Transport, extracellular						
ILESERARGt	Transport of IleSerArg, Extracellular	h[e] + ileserarg[e] <=> h[c] + ileserarg[c] 	Transport, extracellular						
ILETRPTYRt	Transport of IleTrptyr, Extracellular	h[e] + iletrptyr[e] <=> h[c] + iletrptyr[c] 	Transport, extracellular						
LEUALAARGt	Transport of LeuAlaArg, Extracellular	h[e] + leualaarg[e] <=> h[c] + leualaarg[c] 	Transport, extracellular						
LEUASNASPt	Transport of LeuAsnAsp, Extracellular	h[e] + leuasnasp[e] <=> h[c] + leuasnasp[c] 	Transport, extracellular						
LEUASPLYSt	Transport of LeuAspLys, Extracellular	h[e] + leuasplys[e] <=> h[c] + leuasplys[c] 	Transport, extracellular						
LEULEUTRPt	Transport of LeuLeuTrp, Extracellular	h[e] + leuleutrp[e] <=> h[c] + leuleutrp[c] 	Transport, extracellular						
LEUPROt	Transport of LeuPro, Extracellular	h[e] + leupro[e] <=> h[c] + leupro[c] 	Transport, extracellular						
LEUPROARGt	Transport of LeuProArg, Extracellular	h[e] + leuproarg[e] <=> h[c] + leuproarg[c] 	Transport, extracellular						
LEUSERTRPt	Transport of LeuSerTrp, Extracellular	h[e] + leusertrp[e] <=> h[c] + leusertrp[c] 	Transport, extracellular						
LEUTRPt	Transport of LeuTrp, Extracellular	h[e] + leutrp[e] <=> h[c] + leutrp[c] 	Transport, extracellular						
LEUTRPARGt	Transport of LeuTrpArg, Extracellular	h[e] + leutrparg[e] <=> h[c] + leutrparg[c] 	Transport, extracellular						
LEUTYRTYRt	Transport of Leutyrtyr, Extracellular	h[e] + leutyrtyr[e] <=> h[c] + leutyrtyr[c] 	Transport, extracellular						
LEUVALt	Transport of LeuVal, Extracellular	h[e] + leuval[e] <=> h[c] + leuval[c] 	Transport, extracellular						
LYSARGLEUt	Transport of LysArgLeu, Extracellular	h[e] + lysargleu[e] <=> h[c] + lysargleu[c] 	Transport, extracellular						
LYSCYSHISt	Transport of LysCysHis, Extracellular	h[e] + lyscyshis[e] <=> h[c] + lyscyshis[c] 	Transport, extracellular						
LYSGLNPHEt	Transport of LysGlnPhe, Extracellular	h[e] + lysglnphe[e] <=> h[c] + lysglnphe[c] 	Transport, extracellular						
LYSGLUGLUt	Transport of LysGluGlu, Extracellular	h[e] + lysgluglu[e] <=> h[c] + lysgluglu[c] 	Transport, extracellular						
LYSLYSLYSt	Transport of LysLysLys, Extracellular	h[e] + lyslyslys[e] <=> h[c] + lyslyslys[c] 	Transport, extracellular						
LYSPHEILEt	Transport of LysPheIle, Extracellular	h[e] + lyspheile[e] <=> h[c] + lyspheile[c] 	Transport, extracellular						
LYSTRPARGt	Transport of LysTrpArg, Extracellular	h[e] + lystrparg[e] <=> h[c] + lystrparg[c] 	Transport, extracellular						
LYSTYRILEt	Transport of LystyrIle, Extracellular	h[e] + lystyrile[e] <=> h[c] + lystyrile[c] 	Transport, extracellular						
LYSVALPHEt	Transport of LysValPhe, Extracellular	h[e] + lysvalphe[e] <=> h[c] + lysvalphe[c] 	Transport, extracellular						
LYSVALTRPt	Transport of LysValTrp, Extracellular	h[e] + lysvaltrp[e] <=> h[c] + lysvaltrp[c] 	Transport, extracellular						
METARGLEUt	Transport of MetArgLeu, Extracellular	h[e] + metargleu[e] <=> h[c] + metargleu[c] 	Transport, extracellular						
METASNTYRt	Transport of MetAsntyr, Extracellular	h[e] + metasntyr[e] <=> h[c] + metasntyr[c] 	Transport, extracellular						
METGLNTYRt	Transport of MetGlntyr, Extracellular	h[e] + metglntyr[e] <=> h[c] + metglntyr[c] 	Transport, extracellular						
METGLYARGt	Transport of MetGlyArg, Extracellular	h[e] + metglyarg[e] <=> h[c] + metglyarg[c] 	Transport, extracellular						
METHISLYSt	Transport of MetHisLys, Extracellular	h[e] + methislys[e] <=> h[c] + methislys[c] 	Transport, extracellular						
METMETILEt	Transport of MetMetIle, Extracellular	h[e] + metmetile[e] <=> h[c] + metmetile[c] 	Transport, extracellular						
METPHEARGt	Transport of MetPheArg, Extracellular	h[e] + metphearg[e] <=> h[c] + metphearg[c] 	Transport, extracellular						
METTRPPHEt	Transport of MetTrpPhe, Extracellular	h[e] + mettrpphe[e] <=> h[c] + mettrpphe[c] 	Transport, extracellular						
PHEASNMETt	Transport of PheAsnMet, Extracellular	h[e] + pheasnmet[e] <=> h[c] + pheasnmet[c] 	Transport, extracellular						
PHEASPt	Transport of PheAsp, Extracellular	h[e] + pheasp[e] <=> h[c] + pheasp[c] 	Transport, extracellular						
PHEGLNPHEt	Transport of PheGlnPhe, Extracellular	h[e] + pheglnphe[e] <=> h[c] + pheglnphe[c] 	Transport, extracellular						
PHELEUt	Transport of PheLeu, Extracellular	h[e] + pheleu[e] <=> h[c] + pheleu[c] 	Transport, extracellular						
PHELEUASPt	Transport of PheLeuAsp, Extracellular	h[e] + pheleuasp[e] <=> h[c] + pheleuasp[c] 	Transport, extracellular						
PHELEUHISt	Transport of PheLeuHis, Extracellular	h[e] + pheleuhis[e] <=> h[c] + pheleuhis[c] 	Transport, extracellular						
PHELYSALAt	Transport of PheLysAla, Extracellular	h[e] + phelysala[e] <=> h[c] + phelysala[c] 	Transport, extracellular						
PHELYSPROt	Transport of PheLysPro, Extracellular	h[e] + phelyspro[e] <=> h[c] + phelyspro[c] 	Transport, extracellular						
PHEPHEt	Transport of PhePhe, Extracellular	h[e] + phephe[e] <=> h[c] + phephe[c] 	Transport, extracellular						
PHEPHEASNt	Transport of PhePheAsn, Extracellular	h[e] + phepheasn[e] <=> h[c] + phepheasn[c] 	Transport, extracellular						
PHEPHETHRt	Transport of PhePheThr, Extracellular	h[e] + phephethr[e] <=> h[c] + phephethr[c] 	Transport, extracellular						
PHEPROARGt	Transport of PheProArg, Extracellular	h[e] + pheproarg[e] <=> h[c] + pheproarg[c] 	Transport, extracellular						
PHESERTRPt	Transport of PheSerTrp, Extracellular	h[e] + phesertrp[e] <=> h[c] + phesertrp[c] 	Transport, extracellular						
PHETHRLYSt	Transport of PheThrLys, Extracellular	h[e] + phethrlys[e] <=> h[c] + phethrlys[c] 	Transport, extracellular						
PHETRPLEUt	Transport of PheTrpLeu, Extracellular	h[e] + phetrpleu[e] <=> h[c] + phetrpleu[c] 	Transport, extracellular						
PHETYRt	Transport of Phetyr, Extracellular	h[e] + phetyr[e] <=> h[c] + phetyr[c] 	Transport, extracellular						
PHETYRGLNt	Transport of PhetyrGln, Extracellular	h[e] + phetyrgln[e] <=> h[c] + phetyrgln[c] 	Transport, extracellular						
PHETYRLYSt	Transport of PhetyrLys, Extracellular	h[e] + phetyrlys[e] <=> h[c] + phetyrlys[c] 	Transport, extracellular						
PROARGASPt	Transport of ProArgAsp, Extracellular	h[e] + proargasp[e] <=> h[c] + proargasp[c] 	Transport, extracellular						
PROARGCYSt	Transport of ProArgCys, Extracellular	h[e] + proargcys[e] <=> h[c] + proargcys[c] 	Transport, extracellular						
PROASNCYSt	Transport of ProAsnCys, Extracellular	h[e] + proasncys[e] <=> h[c] + proasncys[c] 	Transport, extracellular						
PROCYSt	Transport of ProCys, Extracellular	h[e] + procys[e] <=> h[c] + procys[c] 	Transport, extracellular						
PROGLNPROt	Transport of ProGlnPro, Extracellular	h[e] + proglnpro[e] <=> h[c] + proglnpro[c] 	Transport, extracellular						
PROGLULYSt	Transport of ProGluLys, Extracellular	h[e] + proglulys[e] <=> h[c] + proglulys[c] 	Transport, extracellular						
PROHISt	Transport of ProHis, Extracellular	h[e] + prohis[e] <=> h[c] + prohis[c] 	Transport, extracellular						
PROHISTYRt	Transport of ProHistyr, Extracellular	h[e] + prohistyr[e] <=> h[c] + prohistyr[c] 	Transport, extracellular						
PROLEUARGt	Transport of ProLeuArg, Extracellular	h[e] + proleuarg[e] <=> h[c] + proleuarg[c] 	Transport, extracellular						
PROLYSPROt	Transport of ProLysPro, Extracellular	h[e] + prolyspro[e] <=> h[c] + prolyspro[c] 	Transport, extracellular						
PROPHEt	Transport of ProPhe, Extracellular	h[e] + prophe[e] <=> h[c] + prophe[c] 	Transport, extracellular						
PROPROARGt	Transport of ProProArg, Extracellular	h[e] + proproarg[e] <=> h[c] + proproarg[c] 	Transport, extracellular						
PROPROPROt	Transport of ProProPro, Extracellular	h[e] + propropro[e] <=> h[c] + propropro[c] 	Transport, extracellular						
PROTRPLYSt	Transport of ProTrpLys, Extracellular	h[e] + protrplys[e] <=> h[c] + protrplys[c] 	Transport, extracellular						
PROTRPTHRt	Transport of ProTrpThr, Extracellular	h[e] + protrpthr[e] <=> h[c] + protrpthr[c] 	Transport, extracellular						
PROVALGLNt	Transport of ProValGln, Extracellular	h[e] + provalgln[e] <=> h[c] + provalgln[c] 	Transport, extracellular						
SERARGALAt	Transport of SerArgAla, Extracellular	h[e] + serargala[e] <=> h[c] + serargala[c] 	Transport, extracellular						
SERARGTRPt	Transport of SerArgTrp, Extracellular	h[e] + serargtrp[e] <=> h[c] + serargtrp[c] 	Transport, extracellular						
SERCYSARGt	Transport of SerCysArg, Extracellular	h[e] + sercysarg[e] <=> h[c] + sercysarg[c] 	Transport, extracellular						
SERGLYGLUt	Transport of SerGlyGlu, Extracellular	h[e] + serglyglu[e] <=> h[c] + serglyglu[c] 	Transport, extracellular						
SERLYSHISt	Transport of SerLysHis, Extracellular	h[e] + serlyshis[e] <=> h[c] + serlyshis[c] 	Transport, extracellular						
SERPHELYSt	Transport of SerPheLys, Extracellular	h[e] + serphelys[e] <=> h[c] + serphelys[c] 	Transport, extracellular						
SERTRPHISt	Transport of SerTrpHis, Extracellular	h[e] + sertrphis[e] <=> h[c] + sertrphis[c] 	Transport, extracellular						
THRARGTYRt	Transport of ThrArgtyr, Extracellular	h[e] + thrargtyr[e] <=> h[c] + thrargtyr[c] 	Transport, extracellular						
THRASNTYRt	Transport of ThrAsntyr, Extracellular	h[e] + thrasntyr[e] <=> h[c] + thrasntyr[c] 	Transport, extracellular						
THRGLNGLUt	Transport of ThrGlnGlu, Extracellular	h[e] + thrglnglu[e] <=> h[c] + thrglnglu[c] 	Transport, extracellular						
THRGLNTYRt	Transport of ThrGlntyr, Extracellular	h[e] + thrglntyr[e] <=> h[c] + thrglntyr[c] 	Transport, extracellular						
THRHISHISt	Transport of ThrHisHis, Extracellular	h[e] + thrhishis[e] <=> h[c] + thrhishis[c] 	Transport, extracellular						
THRILEARGt	Transport of ThrIleArg, Extracellular	h[e] + thrilearg[e] <=> h[c] + thrilearg[c] 	Transport, extracellular						
THRMETARGt	Transport of ThrMetArg, Extracellular	h[e] + thrmetarg[e] <=> h[c] + thrmetarg[c] 	Transport, extracellular						
THRPHEARGt	Transport of ThrPheArg, Extracellular	h[e] + thrphearg[e] <=> h[c] + thrphearg[c] 	Transport, extracellular						
THRSERARGt	Transport of ThrSerArg, Extracellular	h[e] + thrserarg[e] <=> h[c] + thrserarg[c] 	Transport, extracellular						
THRTHRARGt	Transport of ThrThrArg, Extracellular	h[e] + thrthrarg[e] <=> h[c] + thrthrarg[c] 	Transport, extracellular						
THRTYRMETt	Transport of ThrtyrMet, Extracellular	h[e] + thrtyrmet[e] <=> h[c] + thrtyrmet[c] 	Transport, extracellular						
TRPALAPROt	Transport of TrpAlaPro, Extracellular	h[e] + trpalapro[e] <=> h[c] + trpalapro[c] 	Transport, extracellular						
TRPARGALAt	Transport of TrpArgAla, Extracellular	h[e] + trpargala[e] <=> h[c] + trpargala[c] 	Transport, extracellular						
TRPASPASPt	Transport of TrpAspAsp, Extracellular	h[e] + trpaspasp[e] <=> h[c] + trpaspasp[c] 	Transport, extracellular						
TRPGLNGLNt	Transport of TrpGlnGln, Extracellular	h[e] + trpglngln[e] <=> h[c] + trpglngln[c] 	Transport, extracellular						
TRPGLUGLYt	Transport of TrpGluGly, Extracellular	h[e] + trpglugly[e] <=> h[c] + trpglugly[c] 	Transport, extracellular						
TRPGLULEUt	Transport of TrpGluLeu, Extracellular	h[e] + trpgluleu[e] <=> h[c] + trpgluleu[c] 	Transport, extracellular						
TRPGLUPROt	Transport of TrpGluPro, Extracellular	h[e] + trpglupro[e] <=> h[c] + trpglupro[c] 	Transport, extracellular						
TRPGLUTYRt	Transport of TrpGlutyr, Extracellular	h[e] + trpglutyr[e] <=> h[c] + trpglutyr[c] 	Transport, extracellular						
TRPGLYLEUt	Transport of TrpGlyLeu, Extracellular	h[e] + trpglyleu[e] <=> h[c] + trpglyleu[c] 	Transport, extracellular						
TRPGLYPHEt	Transport of TrpGlyPhe, Extracellular	h[e] + trpglyphe[e] <=> h[c] + trpglyphe[c] 	Transport, extracellular						
TRPGLYVALt	Transport of TrpGlyVal, Extracellular	h[e] + trpglyval[e] <=> h[c] + trpglyval[c] 	Transport, extracellular						
TRPHISMETt	Transport of TrpHisMet, Extracellular	h[e] + trphismet[e] <=> h[c] + trphismet[c] 	Transport, extracellular						
TRPILELYSt	Transport of TrpIleLys, Extracellular	h[e] + trpilelys[e] <=> h[c] + trpilelys[c] 	Transport, extracellular						
TRPILETRPt	Transport of TrpIleTrp, Extracellular	h[e] + trpiletrp[e] <=> h[c] + trpiletrp[c] 	Transport, extracellular						
TRPLEUVALt	Transport of TrpLeuVal, Extracellular	h[e] + trpleuval[e] <=> h[c] + trpleuval[c] 	Transport, extracellular						
TRPLYSt	Transport of TrpLys, Extracellular	h[e] + trplys[e] <=> h[c] + trplys[c] 	Transport, extracellular						
TRPMETARGt	Transport of TrpMetArg, Extracellular	h[e] + trpmetarg[e] <=> h[c] + trpmetarg[c] 	Transport, extracellular						
TRPMETVALt	Transport of TrpMetVal, Extracellular	h[e] + trpmetval[e] <=> h[c] + trpmetval[c] 	Transport, extracellular						
TRPPHEt	Transport of TrpPhe, Extracellular	h[e] + trpphe[e] <=> h[c] + trpphe[c] 	Transport, extracellular						
TRPPROGLYt	Transport of TrpProGly, Extracellular	h[e] + trpprogly[e] <=> h[c] + trpprogly[c] 	Transport, extracellular						
TRPPROLEUt	Transport of TrpProLeu, Extracellular	h[e] + trpproleu[e] <=> h[c] + trpproleu[c] 	Transport, extracellular						
TRPPROVALt	Transport of TrpProVal, Extracellular	h[e] + trpproval[e] <=> h[c] + trpproval[c] 	Transport, extracellular						
TRPSERTYRt	Transport of TrpSertyr, Extracellular	h[e] + trpsertyr[e] <=> h[c] + trpsertyr[c] 	Transport, extracellular						
TRPTHRGLUt	Transport of TrpThrGlu, Extracellular	h[e] + trpthrglu[e] <=> h[c] + trpthrglu[c] 	Transport, extracellular						
TRPTHRILEt	Transport of TrpThrIle, Extracellular	h[e] + trpthrile[e] <=> h[c] + trpthrile[c] 	Transport, extracellular						
TRPTHRTYRt	Transport of TrpThrtyr, Extracellular	h[e] + trpthrtyr[e] <=> h[c] + trpthrtyr[c] 	Transport, extracellular						
TRPTYRGLNt	Transport of TrptyrGln, Extracellular	h[e] + trptyrgln[e] <=> h[c] + trptyrgln[c] 	Transport, extracellular						
