id	name	formula	charge	chebiId	keggID	pubChemID	inchiString	hepatoNetID	ehmnId	hmdbId
ile_L[c]	L-isoleucine	C6H13NO2	0	17191	C00407	6306	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	HC00334	C00407	HMDB00172
ile_L[m]	L-isoleucine	C6H13NO2	0	17191	C00407	6306	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	HC00334	C00407	HMDB00172
im4ac[c]	imidazol-4-ylacetate	C5H5N2O2	-1	16974	C02835	96215	InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)/p-1		C02835	HMDB02024
im4act[m]	imidazole-4-acetaldehyde	C5H6N2O	0	27398	C05130	150841	InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)		C05130	HMDB03905
im4ac[m]	imidazol-4-ylacetate	C5H5N2O2	-1	16974	C02835	96215	InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)/p-1		C02835	HMDB02024
ins[m]	Inosine	C10H12N4O5	0	17596	C00294	6021	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	HC00255	C00294	HMDB00195
imp[m]	IMP	C10H11N4O8P	-2	17202	C00130	8582	InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1	HC00128	C00130	HMDB00175
ins[l]	Inosine	C10H12N4O5	0	17596	C00294	6021	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	HC00255	C00294	HMDB00195
ipdp[r]	Isopentenyl diphosphate	C5H9O7P2	-3	16584	C00129	1195	InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)/p-3	HC00127	C00129	HMDB01347
itacon[m]	itaconate(2-)	C5H4O4	-2	30838	C00490	811	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)/p-2		C00490	HMDB02092
itp[n]	ITP(3-)	C10H11N4O14P3	-4	16039	C00081	8583	InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/p-3/t4-,6-,7-,10-/m1/s1	HC00084	C00081	HMDB00189
4izp[c]	4-Imidazolone-5-propanoate	C6H7N2O3	-1	27384	C03680	128	InChI=1S/C6H7N2O3/c9-5(10)2-1-4-6(11)8-3-7-4/h3H,1-2H2,(H,9,10)(H,7,8,11)/q-1/p-1	HC01157	C03680	HMDB01014
xylu_D[c]	D-xylulose	C5H10O5	0	17140	C00310	5289590	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1			HMDB01644
tagat_D[c]	D-tagatose	C6H12O6	0	47693	C00795	92092				HMDB03418
ksii_core2[g]	keratan sulfate II (core 2-linked)	C81H129N6O67S3X	-4							
ksii_core2[l]	keratan sulfate II (core 2-linked)	C81H129N6O67S3X	-4							
ksii_core4[g]	keratan sulfate II (core 4-linked)	C89H142N7O72S3X	-4							
ksii_core4[l]	keratan sulfate II (core 4-linked)	C89H142N7O72S3X	-4							
ksi[g]	keratan sulfate I	C247H393N17O213S12X	-13							
k[g]	potassium	K	1	29103	C00238	813	InChI=1S/K/q+1	HC00216	C00238	HMDB00586
anth[c]	anthranilate	C7H6NO2	-1	30754	C00108	227	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)/p-1	HC00107	C00108	HMDB01123
4aphdob[c]	4-(2-aminophenyl)-2,4-dioxobutanoate	C10H8NO4	-1	17442	C01252	472	InChI=1S/C10H9NO4/c11-7-4-2-1-3-6(7)8(12)5-9(13)10(14)15/h1-4H,5,11H2,(H,14,15)/p-1		C01252	HMDB00978
kynate[c]	kynurenate	C10H6NO3	-1	18344	C01717	3845	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)/p-1		C01717	HMDB00715
lcts[l]	Lactose	C12H22O11	0	17716	C00243	440995	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1	HC00220	C00243	HMDB00186
lac_L[c]	(S)-lactate	C3H5O3	-1	422	C00186	107689	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1	HC00177		HMDB00190
lald_D[m]	(R)-lactaldehyde	C3H6O2	0	17167	C00937	439350	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m1/s1			HMDB06458
lald_L[m]	(S)-lactaldehyde	C3H6O2	0	18041	C00424	439231	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1			HMDB03052
lac_L[m]	(S)-lactate	C3H5O3	-1	422	C00186	107689	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1	HC00177		HMDB00190
lcts[g]	Lactose	C12H22O11	0	17716	C00243	440995	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1	HC00220	C00243	HMDB00186
lcts[c]	Lactose	C12H22O11	0	17716	C00243	440995	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1	HC00220	C00243	HMDB00186
3spyr[c]	3-sulfonatopyruvate(2-)	C3H2O6S	-2	16894	C05528	440717	InChI=1S/C3H4O6S/c4-2(3(5)6)1-10(7,8)9/h1H2,(H,5,6)(H,7,8,9)/p-2		C05528	HMDB04045
Lcyst[m]	L-cysteate(1-)	C3H6NO5S	-1	17285	C57006	72886	InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1		C00506	HMDB02757
3spyr[m]	3-sulfonatopyruvate(2-)	C3H2O6S	-2	16894	C05528	440717	InChI=1S/C3H4O6S/c4-2(3(5)6)1-10(7,8)9/h1H2,(H,5,6)(H,7,8,9)/p-2		C05528	HMDB04045
leuktrA4[r]	leukotriene A4(1-)	C20H29O3	-1	15651	C00909	5280383	InChI=1S/C20H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-18-19(23-18)16-14-17-20(21)22/h6-7,9-13,15,18-19H,2-5,8,14,16-17H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,12-11+,15-13+/t18-,19-/m0/s1		C00909	HMDB01337
leuktrB4[c]	leukotriene B4(1-)	C20H31O4	-1	15647	C02165	5280492	InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,14-10+,15-11-/t18-,19-/m1/s1		C02165	HMDB01085
leuktrB4[r]	leukotriene B4(1-)	C20H31O4	-1	15647	C02165	5280492	InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,14-10+,15-11-/t18-,19-/m1/s1		C02165	HMDB01085
leuktrC4[c]	leukotriene C4(2-)	C30H45N3O9S	-2	16978	C02166	5280493	InChI=1S/C30H47N3O9S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-25(24(34)15-14-17-27(36)37)43-21-23(29(40)32-20-28(38)39)33-26(35)19-18-22(31)30(41)42/h6-7,9-13,16,22-25,34H,2-5,8,14-15,17-21,31H2,1H3,(H,32,40)(H,33,35)(H,36,37)(H,38,39)(H,41,42)/p-2/b7-6-,10-9-,12-11+,16-13+/t22-,23-,24-,25+/m0/s1	HC00898	C02166	HMDB01198
leuktrD4[c]	Leukotriene D4	C25H39N2O6S	-1	28666	C05951	6435286	InChI=1S/C25H40N2O6S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-22(21(28)15-14-17-23(29)30)34-19-20(26)25(33)27-18-24(31)32/h6-7,9-13,16,20-22,28H,2-5,8,14-15,17-19,26H2,1H3,(H,27,33)(H,29,30)(H,31,32)/p-1/b7-6-,10-9-,12-11+,16-13+/t20-,21-,22+/m0/s1	HC01664	C05951	HMDB03080
leu_L[c]	L-leucine	C6H13NO2	0	15603	C00123	6106	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	HC00121	C00123	HMDB00687
leu_L[m]	L-leucine	C6H13NO2	0	15603	C00123	6106	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	HC00121	C00123	HMDB00687
nformanth[c]	N-formylanthranilate	C8H6NO3	-1	36575	C05653	101399	InChI=1S/C8H7NO3/c10-5-9-7-4-2-1-3-6(7)8(11)12/h1-5H,(H,9,10)(H,11,12)/p-1	HC01553	C05653	HMDB04089
lgnccrn[c]	lignoceryl carnitine	C31H61NO4	0							
lgnccrn[m]	lignoceryl carnitine	C31H61NO4	0							
lgnccoa[m]	lignocericyl coenzyme A	C45H78N7O17P3S	-4		C16529	53477849	InChI=1/C45H82N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-36(54)73-29-28-47-35(53)26-27-48-43(57)40(56)45(2,3)31-66-72(63,64)69-71(61,62)65-30-34-39(68-70(58,59)60)38(55)44(67-34)52-33-51-37-41(46)49-32-50-42(37)52/h32-34,38-40,44,55-56H,4-31H2,1-3H3,(H,47,53)(H,48,57)(H,61,62)(H,63,64)(H2,46,49,50)(H2,58,59,60)/t34-,38?,39-,40+,44-/m1/s1			HMDB06526
limnen[c]	limonene	C10H16	0	15383	C00521	439250	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3			HMDB03375
xyl_D[l]	aldehydo-D-xylose	C5H10O5	0	15936		644160	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1			
cs_a_deg5[l]	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5	C23H36O24S	-2							
cs_c_deg5[l]	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	C23H36O24S	-2							
cs_e_deg7[l]	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7	C23H35O27S2	-3							
lipoate[c]	lipoate	C8H14O2S2	0	30314	C16241	6112	InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)		C00725	HMDB01451
lneldccrn[c]	Linoelaidyl carnitine	C25H45NO4	0			53477834	InChI=1/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9+,13-12+			HMDB06461
lneldccrn[m]	Linoelaidyl carnitine	C25H45NO4	0			53477834	InChI=1/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9+,13-12+			HMDB06461
lnlccrn[c]	Linoleyl carnitine	C25H45NO4	0			6450015	InChI=1/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1			HMDB06469
lnlccrn[m]	Linoleyl carnitine	C25H45NO4	0			6450015	InChI=1/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1			HMDB06469
lnlncacrn[c]	alpha-linolenyl carnitine	C25H43NO4	0			53477821	InChI=1/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(26(2,3)4)21-22-24(27)28/h6-7,9-10,12-13,23H,5,8,11,14-22H2,1-4H3/b7-6-,10-9-,13-12-/t23-/m0/s1			HMDB06319
lnlncacrn[m]	alpha-linolenyl carnitine	C25H43NO4	0			53477821	InChI=1/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(26(2,3)4)21-22-24(27)28/h6-7,9-10,12-13,23H,5,8,11,14-22H2,1-4H3/b7-6-,10-9-,13-12-/t23-/m0/s1			HMDB06319
lnlncgcrn[c]	gamma-linolenyl carnitine	C25H43NO4	0			53477819	InChI=1/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(26(2,3)4)21-22-24(27)28/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-/t23-/m0/s1			HMDB06318
lnlncgcrn[m]	gamma-linolenyl carnitine	C25H43NO4	0			53477819	InChI=1/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(26(2,3)4)21-22-24(27)28/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-/t23-/m0/s1			HMDB06318
lanost[c]	lanosterol	C30H50O	0	16521	C01724	246983	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	HC00833	C01724	HMDB01251
44mctr[c]	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	C29H46O	0	17813	C11455	443212	InChI=1S/C29H46O/c1-19(2)9-8-10-20(3)22-12-13-23-21-11-14-25-27(4,5)26(30)16-18-29(25,7)24(21)15-17-28(22,23)6/h9,13,20,22,25-26,30H,8,10-12,14-18H2,1-7H3/t20-,22-,25+,26+,28-,29-/m1/s1	HC01808	C11455	HMDB01023
Ssq23epx[r]	(S)-2,3-epoxysqualene	C30H50O	0	15441	C01054	53477723	InChI=1S/C30H50O/c1-24(2)14-11-17-27(5)20-12-18-25(3)15-9-10-16-26(4)19-13-21-28(6)22-23-29-30(7,8)31-29/h14-16,20-21,29H,9-13,17-19,22-23H2,1-8H3/b25-15+,26-16+,27-20+,28-21+/t29-/m0/s1	HC00645	C01054	HMDB01188
lanost[r]	lanosterol	C30H50O	0	16521	C01724	246983	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	HC00833	C01724	HMDB01251
lpchol_hs[c]	lysophosphatidylcholine	C8H19NO5PFULLRCO2	0	11230						
thp2c[x]	1-piperideine-6-carboxylate	C6H8NO2	-1	49015		45266761	InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h4-5H,1-3H2,(H,8,9)/p-1		C00450	HMDB12130
mag_hs[c]	monoacylglycerol 2	C3H7O2FULLR2CO2	0							
retinol[c]	retinol	C20H30O	0	50211	C00473	445354	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3			HMDB00305
retfa[c]	fatty acid retinol	C20H29OFULLR2CO	0							
retinol_cis_11[c]	11-cis-retinol	C20H30O	0	16302	C00899	5280382	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6-,12-11+,16-8+,17-13+			HMDB06216
11_cis_retfa[c]	fatty acid 11-cis-retinol	C20H29OFULLR2CO	0							
retinol_9_cis[c]	9-cis-retinol	C20H30O	0	17336	C16682	9947823	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+			HMDB06217
9_cis_retfa[c]	fatty acid 9-cis-retinol	C20H29OFULLR2CO	0							
pd3[c]	Previtamin D3	C27H44O	0		C07711	11199982	InChI=1/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h10,12-13,19,21,24-26,28H,6-9,11,14-18H2,1-5H3/b13-12-/t21-,24+,25-,26?,27-/m1/s1			HMDB06500
lum3[c]	Lumisterol 3	C27H44O	0			111049	InChI=1/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25-,26-,27-/m1/s1			HMDB06505
trp_L[c]	L-tryptophan	C11H12N2O2	0	16828	C00078	6305	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	HC00080		HMDB00929
trypta[c]	tryptaminium	C10H13N2	1	16765	C00398	1150	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2/p+1		C00398	HMDB00303
peplys[n]	Peptidyl-L-lysine	XH	0		C02188				C02188	
Nmelys[n]	Histone N6-methyl-L-lysine	CXH4	1		C03702				C03702	
Ndmelys[n]	Protein N6,N6-dimethyl-L-lysine	C2H7X	2		C05545				C05545	
Ntmelys[n]	Protein N6,N6,N6-trimethyl-L-lysine	C3H10X	3		C05546				C05546	
lys_L[x]	L-lysinium(1+)	C6H15N2O2	1	18019	C00047	5962	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1	HC00053	C00047	HMDB00182
6a2ohxnt[x]	6-amino-2-oxohexanoic acid	C6H11NO3	0	17534	C03239	439954	InChI=1S/C6H11NO3/c7-4-2-1-3-5(8)6(9)10/h1-4,7H2,(H,9,10)		C03239	HMDB12151
nm4masn[g]	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	C54H90N3O40X	0		C05882					
man[g]	D-Mannose	C6H12O6	0	4208	C00159	18950		HC00154	C00159	HMDB00169
nm2masn[g]	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	C42H70N3O30X	0		C05884					
m4masn[g]	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C46H77N2O35X	0		C05881					
n3m2masn[g]	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	C58H96N5O40X	0							
n2m2nmasn[g]	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R	C58H96N5O40X	0		C04946					
n4m2masn[g]	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	C66H109N6O45X	0							
m7masnB[r]	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	C64H107N2O50X	0							
m7masnB[g]	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	C64H107N2O50X	0							
m8masn[r]	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C70H117N2O55X	0		C05876					
m8masn[g]	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C70H117N2O55X	0		C05876					
3mldz[c]	1-methylimidazole-4-acetaldehyde	C6H8N2O	0	28104	C05827	193545	InChI=1S/C6H8N2O/c1-8-4-6(2-3-9)7-5-8/h3-5H,2H2,1H3		C05827	HMDB04181
malt[c]	Maltose	C12H22O11	0	17306	C00208	439186	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1	HC00194	C00208	HMDB00163
malt[l]	Maltose	C12H22O11	0	17306	C00208	439186	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1	HC00194	C00208	HMDB00163
man[r]	D-Mannose	C6H12O6	0	4208	C00159	18950		HC00154	C00159	HMDB00169
normete_L[c]	L-Normetanephrine	C9H14NO3	1	144308	C05589	1237	InChI=1/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3			HMDB00819
3mgcoa[m]	trans-3-methylglutaconyl-CoA(5-)	C27H37N7O19P3S	-5	57346	C03231	5462214	InChI=1S/C27H42N7O19P3S/c1-14(8-17(36)37)9-18(38)57-7-6-29-16(35)4-5-30-25(41)22(40)27(2,3)11-50-56(47,48)53-55(45,46)49-10-15-21(52-54(42,43)44)20(39)26(51-15)34-13-33-19-23(28)31-12-32-24(19)34/h8,12-13,15,20-22,26,39-40H,4-7,9-11H2,1-3H3,(H,29,35)(H,30,41)(H,36,37)(H,45,46)(H,47,48)(H2,28,31,32)(H2,42,43,44)/p-5/b14-8+/t15-,20-,21-,22+,26-/m1/s1	HC01081	C03231	HMDB01057
malcoa[x]	Malonyl-CoA	C24H33N7O19P3S	-5	15531	C00083	10663	InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/p-5/t12-,17-,18-,19+,23-/m1/s1	HC00086	C00083	HMDB01175
mercplac[c]	3-Mercaptolactate	C3H5O3S	-1	28580	C05823	160645	InChI=1/C3H6O3S/c4-2(1-7)3(5)6/h2,4,7H,1H2,(H,5,6)		C05823	HMDB02127
mercplaccys[c]	3-mercaptolactate-cysteine disulfide	C6H10O5S2N	-1			193536	InChI=1/C6H11NO5S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4,8H,1-2,7H2,(H,9,10)(H,11,12)/t3-,4?/m0/s1			HMDB06512
malACP[c]	Malonyl-[acyl-carrier protein]	C14H22N2O10PRS	-2	58107				HC00717	C01209	
ACP[m]	acyl carrier protein	C11H21N2O7PRS	-1	18359				HC00207	C00229	
malACP[m]	Malonyl-[acyl-carrier protein]	C14H22N2O10PRS	-2	58107				HC00717	C01209	
tcynt[c]	thiocyanate	CNS	-1	29200	C01755	781	InChI=1S/CHNS/c2-1-3/h3H/p-1		C01755	HMDB01453
5mdru1p[c]	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	C6H11O7PS	-2	28096	C04582	174549	InChI=1S/C6H13O7PS/c1-15-3-5(8)6(9)4(7)2-13-14(10,11)12/h5-6,8-9H,2-3H2,1H3,(H2,10,11,12)/p-2/t5-,6+/m1/s1			HMDB01299
mescon[m]	Mesaconate	C5H4O4	-2	16600	C01732	638129	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/p-2/b3-2+			HMDB00749
mescoa[m]	Mesaconyl-CoA	C26H35N7O19P3S	-5	27969	C06028	5280895	InChI=1S/C26H40N7O19P3S/c1-13(8-16(35)36)25(40)56-7-6-28-15(34)4-5-29-23(39)20(38)26(2,3)10-49-55(46,47)52-54(44,45)48-9-14-19(51-53(41,42)43)18(37)24(50-14)33-12-32-17-21(27)30-11-31-22(17)33/h8,11-12,14,18-20,24,37-38H,4-7,9-10H2,1-3H3,(H,28,34)(H,29,39)(H,35,36)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/b13-8+/t14-,18-,19-,20+,24-/m1/s1			
fna5moxam[c]	Formyl-N-acetyl-5-methoxykynurenamine	C13H16N2O4	0		C05642	171161	InChI=1/C13H16N2O4/c1-9(17)14-6-5-13(18)11-7-10(19-2)3-4-12(11)15-8-16/h3-4,7-8H,5-6H2,1-2H3,(H,14,17)(H,15,16)		C05642	HMDB04259
6hoxmelatn[c]	6-Hydroxymelatonin	C13H16N2O3	0	308079	C05643	1864	InChI=1/C13H16N2O3/c1-8(16)14-4-3-9-7-15-11-6-12(17)13(18-2)5-10(9)11/h5-7,15,17H,3-4H2,1-2H3,(H,14,16)		C05643	HMDB04081
meoh[l]	methanol	CH4O1	0	17790	C00132	887	InChI=1S/CH4O/c1-2/h2H,1H3	HC00130	C00132	HMDB01875
mepi[c]	Metanephrine	C10H16NO3	1	144365	C05588	21100	InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3		C05588	HMDB04063
mev_R[x]	(R)-mevalonate	C6H11O4	-1	17710	C00418	439230	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/p-1/t6-/m1/s1	HC00343		HMDB00227
