ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR06097,,GSH[c] + HCO3-[c] + thyroxine[e] <=> GSH[e] + HCO3-[e] + thyroxine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06098,,HCO3-[c] + triiodothyronine[e] => HCO3-[e] + triiodothyronine[c],,Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2 or Slco1c1 or Slco4a1,,,,,,Transport reactions,,,,0
MAR06099,,GSH[c] + HCO3-[c] + triiodothyronine[e] <=> GSH[e] + HCO3-[e] + triiodothyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06100,,GSH[c] + HCO3-[c] + reverse triiodthyronine[e] <=> GSH[e] + HCO3-[e] + reverse triiodthyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06101,,HCO3-[c] + prostaglandin E2[e] => HCO3-[e] + prostaglandin E2[c],,Slco1a1 or Slco1a4 or Slco1a5 or Slco2a1 or Slco3a1 or Slco4a1,,,,,,Transport reactions,,,,0
MAR06102,,GSH[c] + HCO3-[c] + prostaglandin E2[e] <=> GSH[e] + HCO3-[e] + prostaglandin E2[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06103,,GSH[c] + HCO3-[c] + leukotriene C4[e] <=> GSH[e] + HCO3-[e] + leukotriene C4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06104,,bilirubin-bisglucuronoside[e] + GSH[c] + HCO3-[c] <=> bilirubin-bisglucuronoside[c] + GSH[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06105,,GSH[c] + HCO3-[c] + thromboxane B2[e] <=> GSH[e] + HCO3-[e] + thromboxane B2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06106,,GSH[c] + HCO3-[c] + leukotriene E4[e] <=> GSH[e] + HCO3-[e] + leukotriene E4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06107,,bilirubin-monoglucuronoside[e] + GSH[c] + HCO3-[c] <=> bilirubin-monoglucuronoside[c] + GSH[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR06108,,bilirubin[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06109,,bilirubin[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> bilirubin[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06110,,bilirubin[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06111,,glutathionyl-leukotriene C4[c] + HCO3-[c] + thyroxine[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + thyroxine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06112,,HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + thyroxine[e] <=> HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + thyroxine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06113,,HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + thyroxine[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + thyroxine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06114,,glutathionyl-leukotriene C4[c] + HCO3-[c] + triiodothyronine[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + triiodothyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06115,,HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + triiodothyronine[e] <=> HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + triiodothyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06116,,HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + triiodothyronine[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + triiodothyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06117,,glutathionyl-leukotriene C4[c] + HCO3-[c] + reverse triiodthyronine[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + reverse triiodthyronine[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06118,,HCO3-[c] + reverse triiodthyronine[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + reverse triiodthyronine[c] + S-glutathionyl-2-4-dinitrobenzene[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06119,,HCO3-[c] + reverse triiodthyronine[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + reverse triiodthyronine[c] + S-glutathionyl-ethacrynic acid[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06120,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E2[c],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06121,,HCO3-[c] + prostaglandin E2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E2[c] + S-glutathionyl-2-4-dinitrobenzene[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06122,,HCO3-[c] + prostaglandin E2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E2[c] + S-glutathionyl-ethacrynic acid[e],,(Slco1a1 or Slco1a4 or Slco1a5) and Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06123,,arachidonate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> arachidonate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06124,,arachidonate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> arachidonate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06125,,arachidonate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> arachidonate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06126,,glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene C4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene C4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06127,,HCO3-[c] + leukotriene C4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene C4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06128,,HCO3-[c] + leukotriene C4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene C4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06129,,estrone 3-sulfate[e] + HCO3-[c] => estrone 3-sulfate[c] + HCO3-[e],,Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2 or Slco1c1 or Slco2b1 or Slco3a1 or Slco4a1,,,,,,Transport reactions,,,,0
MAR06130,,estrone 3-sulfate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> estrone 3-sulfate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06131,,estrone 3-sulfate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> estrone 3-sulfate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06132,,estrone 3-sulfate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> estrone 3-sulfate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06133,,dehydroepiandrosterone sulfate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> dehydroepiandrosterone sulfate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06134,,dehydroepiandrosterone sulfate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> dehydroepiandrosterone sulfate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06135,,dehydroepiandrosterone sulfate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> dehydroepiandrosterone sulfate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06136,,bilirubin-bisglucuronoside[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin-bisglucuronoside[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06137,,bilirubin-bisglucuronoside[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> bilirubin-bisglucuronoside[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06138,,bilirubin-bisglucuronoside[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin-bisglucuronoside[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06139,,glutathionyl-leukotriene C4[c] + HCO3-[c] + LTD4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + LTD4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06140,,HCO3-[c] + LTD4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + LTD4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06141,,HCO3-[c] + LTD4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + LTD4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06145,,glutathionyl-leukotriene C4[c] + HCO3-[c] + thromboxane B2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + thromboxane B2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06146,,HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + thromboxane B2[e] <=> HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + thromboxane B2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06147,,HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + thromboxane B2[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + thromboxane B2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06148,,glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene A4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene A4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06149,,HCO3-[c] + leukotriene A4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06150,,HCO3-[c] + leukotriene A4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06151,,glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene B4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene B4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06152,,HCO3-[c] + leukotriene B4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06153,,HCO3-[c] + leukotriene B4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06154,,glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene E4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene E4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06155,,HCO3-[c] + leukotriene E4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06156,,HCO3-[c] + leukotriene E4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06157,,glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene F4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene F4[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06158,,HCO3-[c] + leukotriene F4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06159,,HCO3-[c] + leukotriene F4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06160,,bilirubin-monoglucuronoside[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin-monoglucuronoside[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06161,,bilirubin-monoglucuronoside[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> bilirubin-monoglucuronoside[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06162,,bilirubin-monoglucuronoside[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin-monoglucuronoside[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06163,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin A1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin A1[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06164,,HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06165,,HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06166,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin A2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin A2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06167,,HCO3-[c] + prostaglandin A2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin A2[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06168,,HCO3-[c] + prostaglandin A2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin A2[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06169,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B1[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06170,,HCO3-[c] + prostaglandin B1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin B1[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06171,,HCO3-[c] + prostaglandin B1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B1[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06172,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06173,,HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06174,,HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06175,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C1[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06176,,HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06177,,HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06178,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06179,,HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06180,,HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06181,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D1[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06182,,HCO3-[c] + prostaglandin D1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D1[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06183,,HCO3-[c] + prostaglandin D1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D1[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06184,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D2[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06185,,HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06186,,HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06187,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D3[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D3[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06188,,HCO3-[c] + prostaglandin D3[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D3[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06189,,HCO3-[c] + prostaglandin D3[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D3[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06190,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E1[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06191,,HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06192,,HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06193,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E3[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E3[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06194,,HCO3-[c] + prostaglandin E3[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E3[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06195,,HCO3-[c] + prostaglandin E3[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E3[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06196,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F1alpha[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F1alpha[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06197,,HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06198,,HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06199,,glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F2alpha[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F2alpha[c],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06200,,HCO3-[c] + prostaglandin F2alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F2alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
MAR06201,,HCO3-[c] + prostaglandin F2alpha[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F2alpha[c] + S-glutathionyl-ethacrynic acid[e],,Slco1b2,,,,,,Transport reactions,,,PMID:14579113;PMID:11076396,0
