id,name,compartment
MAM02765c,previtamin D3,c
MAM02767c,procollagen-5-hydroxy-L-lysine,c
MAM02768c,procollagen-L-lysine,c
MAM02769c,progesterone,c
MAM02769e,progesterone,e
MAM02770c,proline,c
MAM02770m,proline,m
MAM02770e,proline,e
MAM02771c,"propane-1,2-diol",c
MAM02772c,propanoate,c
MAM02772m,propanoate,m
MAM02772e,propanoate,e
MAM02773c,propanoyl-[ACP],c
MAM02774c,propanoyl-CoA,c
MAM02774m,propanoyl-CoA,m
MAM02775c,propinol adenylate,c
MAM02775m,propinol adenylate,m
MAM02776c,prostaglandin A1,c
MAM02776e,prostaglandin A1,e
MAM02777c,prostaglandin A2,c
MAM02777e,prostaglandin A2,e
MAM02778c,prostaglandin B1,c
MAM02778e,prostaglandin B1,e
MAM02779c,prostaglandin B2,c
MAM02779e,prostaglandin B2,e
MAM02780c,prostaglandin C1,c
MAM02780e,prostaglandin C1,e
MAM02781c,prostaglandin C2,c
MAM02781e,prostaglandin C2,e
MAM02782c,prostaglandin D1,c
MAM02782e,prostaglandin D1,e
MAM02783c,prostaglandin D2,c
MAM02783e,prostaglandin D2,e
MAM02784c,prostaglandin D3,c
MAM02784e,prostaglandin D3,e
MAM02785c,prostaglandin E1,c
MAM02785e,prostaglandin E1,e
MAM02786c,prostaglandin E2,c
MAM02786e,prostaglandin E2,e
MAM02787c,prostaglandin E3,c
MAM02787e,prostaglandin E3,e
MAM02788c,prostaglandin F1alpha,c
MAM02788e,prostaglandin F1alpha,e
MAM02789c,prostaglandin F2alpha,c
MAM02789e,prostaglandin F2alpha,e
MAM02790c,prostaglandin F2beta,c
MAM02790e,prostaglandin F2beta,e
MAM02791c,prostaglandin G1,c
MAM02792c,prostaglandin G2,c
MAM02792e,prostaglandin G2,e
MAM02793c,prostaglandin H1,c
MAM02794c,prostaglandin H2,c
MAM02794e,prostaglandin H2,e
MAM02795c,prostaglandin I2,c
MAM02795e,prostaglandin I2,e
MAM02796c,prostaglandin J2,c
MAM02797c,prostaglandin-PGB2-glyceryl ester,c
MAM02798c,prostaglandin-PGE2-1-glyceryl ester,c
MAM02799c,prostaglandin-PGE2-3-glyceryl ester,c
MAM02800c,prostaglandin-PGE2-glyceryl ester,c
MAM02802c,prothrombin,c
MAM02802e,prothrombin,e
MAM02803c,protoporphyrin,c
MAM02803m,protoporphyrin,m
MAM02804c,protoporphyrinogen IX,c
MAM02804m,protoporphyrinogen IX,m
MAM02805c,provitamin D3,c
MAM02806c,PRPP,c
MAM02806e,PRPP,e
MAM02807c,pseudouridine-5-phosphate,c
MAM02808c,PS-LD pool,c
MAM02809c,psychosine sulfate,c
MAM02810c,psychosine,c
MAM02811c,putreanine,c
MAM02812c,putrescine,c
MAM02812m,putrescine,m
MAM02812e,putrescine,e
MAM02813c,pyridoxal,c
MAM02813e,pyridoxal,e
MAM02814c,pyridoxal-phosphate,c
MAM02814e,pyridoxal-phosphate,e
MAM02815c,pyridoxamine,c
MAM02815e,pyridoxamine,e
MAM02816c,pyridoxamine-phosphate,c
MAM02817c,pyridoxine,c
MAM02817e,pyridoxine,e
MAM02818c,pyridoxine-phosphate,c
MAM02819c,pyruvate,c
MAM02819m,pyruvate,m
MAM02819e,pyruvate,e
MAM02820c,queuine,c
MAM02821c,quinidine,c
MAM02821e,quinidine,e
MAM02822c,quinolinate,c
MAM02823c,quinonoid dihydrobiopterin,c
MAM02824c,rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate,c
MAM02825c,rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate,c
MAM02826c,"rac-5,6-epoxy-retinoyl-beta-D-glucuronide",c
MAM02827c,reduced adrenal ferredoxin,c
MAM02828c,reduced ferredoxin,c
MAM02828m,reduced ferredoxin,m
MAM02829c,reduced vitamin K,c
MAM02832c,retinal,c
MAM02833c,retinoate,c
MAM02833e,retinoate,e
MAM02834c,retinol,c
MAM02834e,retinol,e
MAM02835c,retinoyl-CoA,c
MAM02836c,retinoyl-glucuronide,c
MAM02836e,retinoyl-glucuronide,e
MAM02837e,retinyl palmitate,e
MAM02838c,retinyl-ester,c
MAM02839c,reverse triiodthyronine,c
MAM02839e,reverse triiodthyronine,e
MAM02840c,rhodopsin,c
MAM02841c,ribitol,c
MAM02841e,ribitol,e
MAM02842c,riboflavin,c
MAM02842e,riboflavin,e
MAM02843c,ribose,c
MAM02843e,ribose,e
MAM02844c,ribose-1-phosphate,c
MAM02845c,ribose-5-phosphate,c
MAM02846c,ribulose-5-phosphate,c
MAM02847c,RNA,c
MAM02848c,RNA-3-terminal-phosphate,c
MAM02849c,"RNA-terminal-2,3-cyclic-phosphate",c
MAM02850c,"S-(1,2-dichlorovinyl)glutathione",c
MAM02851c,S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione,c
MAM02852c,"S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione",c
MAM02853c,"S-(2,2-dichloro-1-hydroxy)ethyl glutathione",c
MAM02854c,S-(2-chloroacetyl)glutathione,c
MAM02855c,S-(2-hydroxyethyl)glutathione,c
MAM02856m,S-(2-methylbutanoyl)-dihydrolipoamide,m
MAM02857m,S-(2-methylpropanoyl)-dihydrolipoamide,m
MAM02858m,S-(3-methylbutanoyl)-dihydrolipoamide,m
MAM02859c,S-(9-deoxy-delta12-PGD2)-glutathione,c
MAM02860c,"S-(9-deoxy-delta9,12-PGD2)-glutathione",c
MAM02861c,S-(formylmethyl)glutathione,c
MAM02862c,S-(PGA1)-glutathione,c
MAM02863c,S-(PGA2)-glutathione,c
MAM02864c,S-(PGJ2)-glutathione,c
MAM02865c,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate,c
MAM02866c,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione,c
MAM02867c,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine,c
MAM02868m,saccharopine,m
MAM02869m,S-acetyldihydrolipoamide,m
MAM02870c,S-adenosylmethioninamine,c
MAM02871c,SAH,c
MAM02871m,SAH,m
MAM02872c,SAICAR,c
MAM02873c,salsoline,c
MAM02874c,salsoline-1-carboxylate,c
MAM02875c,salsolinol,c
MAM02876c,salsolinol-1-carboxylate,c
MAM02877c,SAM,c
MAM02877m,SAM,m
MAM02878m,S-aminomethyldihydrolipoamide,m
MAM02880c,sarcosine,c
MAM02880m,sarcosine,m
MAM02880e,sarcosine,e
MAM02881c,se-adenosyl-L-selenohomocysteine,c
MAM02882c,se-adenosylselenomethionine,c
MAM02883c,"sedoheptulose-1,7-bisphosphate",c
MAM02884c,sedoheptulose-7-phosphate,c
MAM02885c,selenate,c
MAM02885e,selenate,e
MAM02886c,selenide,c
MAM02887c,selenite,c
MAM02888c,selenocystathionine,c
MAM02889c,selenocysteine,c
MAM02890c,selenohomocysteine,c
MAM02891c,selenomethionine,c
MAM02892c,selenomethionine-se-oxide,c
MAM02893c,selenomethionyl-tRNA(met),c
MAM02894c,selenophosphate,c
MAM02895c,se-methyl-L-selenocysteine,c
MAM02896c,serine,c
MAM02896m,serine,m
MAM02896e,serine,e
MAM02897c,serotonin,c
MAM02897e,serotonin,e
MAM02898c,S-farnesyl-protein,c
MAM02899m,S-glutaryldihydrolipoamide,m
MAM02900c,S-glutathionyl-2-4-dinitrobenzene,c
MAM02900e,S-glutathionyl-2-4-dinitrobenzene,e
MAM02901c,S-glutathionyl-ethacrynic acid,c
MAM02901e,S-glutathionyl-ethacrynic acid,e
MAM02902c,"sialyl(1,3)-sialyl(2,6)-galactosylgloboside",c
MAM02902e,"sialyl(1,3)-sialyl(2,6)-galactosylgloboside",e
MAM02903c,"sialyl(2,3)-sialyl(2,6)-galactosylgloboside",c
MAM02903e,"sialyl(2,3)-sialyl(2,6)-galactosylgloboside",e
MAM02904c,sialyl-3-paragloboside,c
MAM02907c,sialyl-Tn antigen,c
MAM02907e,sialyl-Tn antigen,e
MAM02908c,SM pool,c
MAM02909e,SMCFA-blood-pool,e
MAM02910c,S-methyl-5-thio-D-ribulose-1-phosphate,c
MAM02911c,sn-glycero-3-phospho-1-inositol,c
MAM02912c,sn-glycerol-3-PC,c
MAM02913c,sn-glycerol-3-PE,c
MAM02914c,sn-glycerol-3-phosphate,c
MAM02914m,sn-glycerol-3-phosphate,m
MAM02915c,somatostatin fragment 3-14,c
MAM02916c,somatostatin,c
MAM02917c,sorbitol-3-phosphate,c
MAM02918c,S-palmitoylprotein,c
MAM02919c,spermic acid 1,c
MAM02920c,spermidine dialdehyde,c
MAM02920e,spermidine dialdehyde,e
MAM02921c,spermidine monoaldehyde 1,c
MAM02921e,spermidine monoaldehyde 1,e
MAM02922c,spermidine monoaldehyde 2,c
MAM02922e,spermidine monoaldehyde 2,e
MAM02923c,spermidine,c
MAM02923e,spermidine,e
MAM02924c,spermine dialdehyde,c
MAM02924e,spermine dialdehyde,e
MAM02925c,spermine monoaldehyde,c
MAM02925e,spermine monoaldehyde,e
MAM02926c,spermine,c
MAM02926e,spermine,e
MAM02927c,sphinganine,c
MAM02928c,sphinganine-1-phosphate,c
MAM02928e,sphinganine-1-phosphate,e
MAM02929c,sphingosine,c
MAM02929e,sphingosine,e
MAM02930c,sphingosine-1-phosphate,c
MAM02930e,sphingosine-1-phosphate,e
MAM02931c,sphingosylphosphorylcholine,c
MAM02931e,sphingosylphosphorylcholine,e
MAM02932c,"squalene 2,3-oxide",c
MAM02933c,squalene,c
MAM02934m,S-succinyldihydrolipoamide,m
MAM02935c,STAR,c
MAM02935m,STAR,m
MAM02936e,starch structure 1,e
MAM02937e,starch structure 2,e
MAM02938c,stearate,c
MAM02938e,stearate,e
MAM02939c,stearidonic acid,c
MAM02939e,stearidonic acid,e
MAM02940c,stearoylcarnitine,c
MAM02940m,stearoylcarnitine,m
MAM02941c,stearoyl-CoA,c
MAM02941m,stearoyl-CoA,m
MAM02942m,succinate semialdehyde,m
MAM02943c,succinate,c
MAM02943m,succinate,m
MAM02943e,succinate,e
MAM02944c,succinyl-CoA,c
MAM02944m,succinyl-CoA,m
MAM02945e,sucrose,e
MAM02946c,sulfate,c
MAM02946m,sulfate,m
MAM02946e,sulfate,e
MAM02947c,sulfatide galactocerebroside,c
MAM02949c,sulfite,c
MAM02949m,sulfite,m
MAM02949e,sulfite,e
MAM02950c,sulfochenodeoxycholate,c
MAM02950e,sulfochenodeoxycholate,e
MAM02951c,sulfoglycolithocholate,c
MAM02951e,sulfoglycolithocholate,e
MAM02952c,sulfotaurolithocholate,c
MAM02952e,sulfotaurolithocholate,e
MAM02953c,tachysterol 3,c
MAM02954c,TAG epoxide,c
MAM02955c,"tagatose-1,6-bisphosphate",c
MAM02956e,TAG-chylomicron pool,e
MAM02957e,TAG-extraction,e
MAM02958c,TAG-LD pool,c
MAM02959e,TAG-VLDL pool,e
MAM02961c,taurine,c
MAM02961e,taurine,e
MAM02962c,taurochenodeoxycholate,c
MAM02962e,taurochenodeoxycholate,e
MAM02963c,taurocholate,c
MAM02963e,taurocholate,e
MAM02964c,taurodeoxycholate,c
MAM02965c,taurolithocholate,c
MAM02965e,taurolithocholate,e
MAM02966c,tauroursodeoxycholate,c
MAM02966e,tauroursodeoxycholate,e
MAM02967c,testosterone glucuronide,c
MAM02967e,testosterone glucuronide,e
MAM02968c,testosterone sulfate,c
MAM02968e,testosterone sulfate,e
MAM02969c,testosterone,c
MAM02969e,testosterone,e
MAM02970c,tetracosanoylcarnitine,c
MAM02971c,tetracosanoyl-CoA,c
MAM02972c,tetradecanoyl-[ACP],c
MAM02973c,tetradecanoylcarnitine,c
MAM02973m,tetradecanoylcarnitine,m
MAM02974c,tetradecenoylcarnitine(5),c
MAM02974m,tetradecenoylcarnitine(5),m
MAM02975c,tetradecenoylcarnitine(7),c
MAM02975m,tetradecenoylcarnitine(7),m
MAM02976c,tetradecenoylcarnitine(9),c
MAM02976m,tetradecenoylcarnitine(9),m
MAM02977c,tetraHCA,c
MAM02977m,tetraHCA,m
MAM02978c,tetrahydrobiopterin,c
MAM02979c,tetrahydropteroyltri-L-glutamate,c
MAM02980c,THF,c
MAM02980m,THF,m
MAM02980e,THF,e
MAM02981c,THF-hexaglutamate,c
MAM02982c,thiamin,c
MAM02982e,thiamin,e
MAM02983c,thiamin-P,c
MAM02983m,thiamin-P,m
MAM02983e,thiamin-P,e
MAM02984c,thiamin-PP,c
MAM02984m,thiamin-PP,m
MAM02985c,thiamin-PPP,c
MAM02985e,thiamin-PPP,e
MAM02986c,thiocyanate,c
MAM02986m,thiocyanate,m
MAM02986e,thiocyanate,e
MAM02987c,thiocysteine,c
MAM02988c,thiol,c
MAM02989c,thiopurine,c
MAM02990c,thioredoxin,c
MAM02990m,thioredoxin,m
MAM02991c,thiosulfate,c
MAM02991m,thiosulfate,m
MAM02991e,thiosulfate,e
MAM02992c,threonate,c
MAM02993c,threonine,c
MAM02993m,threonine,m
MAM02993e,threonine,e
MAM02994c,thromboxane A2,c
MAM02994e,thromboxane A2,e
MAM02995c,thromboxane B2,c
MAM02995e,thromboxane B2,e
MAM02996c,thymidine,c
MAM02996m,thymidine,m
MAM02996e,thymidine,e
MAM02997c,thymine,c
MAM02997m,thymine,m
MAM02997e,thymine,e
MAM02998c,thyroxine,c
MAM02998e,thyroxine,e
MAM02999m,tiglyl-CoA,m
MAM03001c,tolbutamide,c
MAM03001e,tolbutamide,e
MAM03002c,"trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA",c
MAM03003c,"trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA",c
MAM03004c,"trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA",c
MAM03005c,"trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA",c
MAM03006c,"trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA",c
MAM03007c,"trans,cis,cis-2,11,14-eicosatrienoyl-CoA",c
MAM03008c,"trans,cis,cis-2,13,16-docasatrienoyl-CoA",c
MAM03009m,"trans,cis,cis-2,7,10-hexadecatrienoyl-CoA",m
MAM03010m,"trans,cis,cis-2,9,12-octadecatrienoyl-CoA",m
MAM03011c,"trans,cis-2,11-docosadienoyl-CoA",c
MAM03012c,"trans,cis-2,11-eicosadienoyl-CoA",c
MAM03012m,"trans,cis-2,11-eicosadienoyl-CoA",m
MAM03013c,"trans,cis-2,13-docosadienoyl-CoA",c
MAM03013m,"trans,cis-2,13-docosadienoyl-CoA",m
MAM03014c,"trans,cis-2,13-eicosadienoyl-CoA",c
MAM03014m,"trans,cis-2,13-eicosadienoyl-CoA",m
MAM03015c,"trans,cis-2,15-tetracosadienoyl-CoA",c
MAM03016c,"trans,cis-2,17-hexacosadienoyl-CoA",c
MAM03017c,"trans,cis-2,8,11-eicosatrienoyl-CoA",c
MAM03018c,"trans,cis-2,9-eicosadienoyl-CoA",c
MAM03019m,"trans,cis-hexadeca-2,7-dienoyl-CoA",m
MAM03020m,"trans,cis-hexadeca-2,9-dienoyl-CoA",m
MAM03021m,"trans,cis-lauro-2,6-dienoyl-CoA",m
MAM03022m,"trans,cis-myristo-2,5-dienoyl-CoA",m
MAM03023m,"trans,cis-myristo-2,7-dienoyl-CoA",m
MAM03024m,"trans,cis-octadeca-2,11-dienoyl-CoA",m
MAM03025m,"trans,cis-octadeca-2,9-dienoyl-CoA",m
MAM03026c,"trans,trans,cis-geranyl-geranyl-pp",c
MAM03029c,"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",c
MAM03029m,"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",m
MAM03030m,"trans-2-cis,cis-5,8-tetradecatrienoyl-CoA",m
MAM03031m,"trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA",m
MAM03032c,"trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",c
MAM03033m,"trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA",m
MAM03034m,"trans-3-cis-8,11,14-eicosatetraenoyl-CoA",m
MAM03035m,trans-3-decenoyl-CoA,m
MAM03036c,"trans-4,5-epoxy-(2E)-decenal",c
MAM03037c,trans-4-hydroxy-L-proline,c
MAM03037m,trans-4-hydroxy-L-proline,m
MAM03038c,"trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene",c
MAM03039e,trehalose,e
MAM03040c,TRH,c
MAM03041c,trichloroacetate,c
MAM03042c,trichloroethanol glucuronide,c
MAM03043c,trichloroethanol,c
MAM03044c,trichloroethene,c
MAM03044e,trichloroethene,e
MAM03045c,tricosanoic acid,c
MAM03045e,tricosanoic acid,e
MAM03046c,tricosanoylcarnitine,c
MAM03047c,tricosanoyl-CoA,c
MAM03048c,tridecanoyl-[ACP],c
MAM03049c,tridecanoylcarnitine,c
MAM03049m,tridecanoylcarnitine,m
MAM03050c,tridecanoyl-CoA,c
MAM03050m,tridecanoyl-CoA,m
MAM03051c,tridecylic acid,c
MAM03051e,tridecylic acid,e
MAM03052c,triiodothyronine,c
MAM03052e,triiodothyronine,e
MAM03053c,trimethylamine,c
MAM03054c,trimethylamine-N-oxide,c
MAM03055c,trioxilin A3,c
MAM03056c,trioxilin B3,c
MAM03057c,triphosphate,c
MAM03057m,triphosphate,m
MAM03058c,tRNA containing 5-aminomethyl-2-thiouridine,c
MAM03059c,tRNA containing 5-methylaminomethyl-2-thiouridylate,c
MAM03060c,tRNA containing 6-isopentenyladenosine,c
MAM03061c,tRNA containing N2-methylguanine,c
MAM03062c,tRNA containing N7-methylguanine,c
MAM03063c,tRNA(ala),c
MAM03064c,tRNA(arg),c
MAM03065c,tRNA(asn),c
MAM03066c,tRNA(asp),c
MAM03067c,tRNA(cys),c
MAM03068c,tRNA(gln),c
MAM03069c,tRNA(glu),c
MAM03070c,tRNA(gly),c
MAM03071c,tRNA(his),c
MAM03072c,tRNA(ile),c
MAM03073c,tRNA(leu),c
MAM03074c,tRNA(lys),c
MAM03075c,tRNA(met),c
MAM03076c,tRNA(phe),c
MAM03077c,tRNA(pro),c
MAM03078c,tRNA(ser),c
MAM03079c,tRNA(thr),c
MAM03080c,tRNA(trp),c
MAM03081c,tRNA(tyr),c
MAM03082c,tRNA(val),c
MAM03083c,tRNA,c
MAM03084c,tRNA-guanine,c
MAM03085c,tRNA-pseudouridine,c
MAM03086c,tRNA-queuine,c
MAM03087c,tRNA-uridine,c
MAM03088c,tryptamine,c
MAM03089c,tryptophan,c
MAM03089e,tryptophan,e
MAM03090c,type I A glycolipid,c
MAM03091c,type I B glycolipid,c
MAM03093c,type II A antigen,c
MAM03094c,type II B antigen,c
MAM03096c,type III A glycolipid,c
MAM03096e,type III A glycolipid,e
MAM03097c,type III H glycolipid,c
MAM03098c,type IIIAb,c
MAM03098e,type IIIAb,e
MAM03099c,tyramine,c
MAM03100c,tyramine-O-sulfate,c
MAM03100e,tyramine-O-sulfate,e
MAM03101c,tyrosine,c
MAM03101m,tyrosine,m
MAM03101e,tyrosine,e
MAM03102m,ubiquinol,m
MAM03103m,ubiquinone,m
MAM03104c,ubiquitin C terminal thiolester,c
MAM03105c,ubiquitin,c
MAM03106c,UDP,c
MAM03106m,UDP,m
MAM03106e,UDP,e
MAM03107c,UDP-galactose,c
MAM03108c,UDP-glucose,c
MAM03109c,UDP-glucuronate,c
MAM03110c,UDP-N-acetyl-D-galactosamine,c
MAM03111c,UDP-N-acetylglucosamine,c
MAM03112c,UDP-xylose,c
MAM03113c,umbelliferone,c
MAM03113e,umbelliferone,e
MAM03114c,UMP,c
MAM03114m,UMP,m
MAM03114e,UMP,e
MAM03115c,undecanoyl-[ACP],c
MAM03116c,undecanoyl-CoA,c
MAM03116m,undecanoyl-CoA,m
MAM03117c,undecylic acid,c
MAM03117e,undecylic acid,e
MAM03118c,uracil,c
MAM03118e,uracil,e
MAM03119c,urate radical,c
MAM03120c,urate,c
MAM03120e,urate,e
MAM03121c,urea,c
MAM03121m,urea,m
MAM03121e,urea,e
MAM03122c,ureidoglycolate,c
MAM03123c,uridine,c
MAM03123m,uridine,m
MAM03123e,uridine,e
MAM03124c,urocanate,c
MAM03125c,uroporphyrin I,c
MAM03126c,uroporphyrin III,c
MAM03127c,uroporphyrinogen I,c
MAM03128c,uroporphyrinogen III,c
MAM03129c,ursodeoxycholate,c
MAM03129e,ursodeoxycholate,e
MAM03130c,UTP,c
MAM03130m,UTP,m
MAM03130e,UTP,e
MAM03131c,V3(NeuAc)2-Gb5Cer,c
MAM03131e,V3(NeuAc)2-Gb5Cer,e
MAM03132c,"V3Fuc,III3Fuc-nLc6Cer",c
MAM03133c,V3Fuc-nLc6Cer,c
MAM03134c,valeric acid,c
MAM03134e,valeric acid,e
MAM03135c,valine,c
MAM03135m,valine,m
MAM03135e,valine,e
MAM03136c,vanillylmandelate,c
MAM03137c,VI2Fuc-nLc6,c
MAM03138c,VI3NeuAc-nLc6Cer,c
MAM03138e,VI3NeuAc-nLc6Cer,e
MAM03141c,vitamin D2,c
MAM03141m,vitamin D2,m
MAM03141e,vitamin D2,e
MAM03142c,vitamin D3,c
MAM03142m,vitamin D3,m
MAM03142e,vitamin D3,e
MAM03144c,vitamin K epoxide,c
MAM03145c,vitamin K,c
MAM03146e,VLDL remnant,e
MAM03147e,VLDL,e
MAM03148c,xanthine,c
MAM03149c,xanthosine,c
MAM03150c,xanthosine-5-phosphate,c
MAM03151c,xanthurenate,c
MAM03151e,xanthurenate,e
MAM03152c,xanthurenate-8-O-beta-D-glucoside,c
MAM03153c,ximenic acid,c
MAM03153e,ximenic acid,e
MAM03154c,XTP,c
MAM03154e,XTP,e
MAM03155c,xylitol,c
MAM03155e,xylitol,e
MAM03157c,zinc,c
MAM03157e,zinc,e
MAM03158c,zymosterol,c
MAM03159c,phylloquinol,c
MAM03161c,glycogen,c
MAM03161e,glycogen,e
MAM03163c,"indole-5,6-quinone",c
MAM03164c,D-alanyl-D-alanine,c
MAM03165c,sedoheptulose,c
MAM03166c,sedoheptulose-1-phosphate,c
MAM03167c,5-Phosphonooxy-L-lysine,c
MAM03168m,3-oxopropionyl-CoA,m
MAM03169c,insulin-(SS),c
MAM03170c,Insulin-(SH)2,c
MAM01602c,cofactors and vitamins,c
MAM03139c,vitamin A derivatives,c
MAM03140c,vitamin D derivatives,c
MAM03143c,vitamin E derivatives,c
MAM01004m,4-hydroxyphenyllactate,m
MAM00799c,3-hydroxypropionyl-CoA,c
MAM02142c,hydracrylate,c
MAM00900c,3-oxopropanoate,c
MAM00982m,4-coumaroyl-CoA,m
MAM00996m,4-hydroxybenzoyl-CoA,m
MAM01102m,5-hydroxyindoleacetaldehyde,m
MAM01103m,5-hydroxyindoleacetate,m
MAM00141c,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,c
MAM01382c,"beta-1,4-mannose-N-acetylglucosamine",c
MAM03586c,Galactosyl Glucosyl Ceramide,c
MAM01288m,ADP-ribose,m
MAM02845m,ribose-5-phosphate,m
MAM03419c,Lysophosphatidic Acid,c
MAM00564c,2(S)-pristanal,c
MAM02766c,pristanic acid,c
MAM01984c,glycerone,c
MAM01992e,glycogenin G4G7,e
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e
MAM00185m,[apocarboxylase],m
MAM01356m,apoC-lys,m
MAM01357m,apoC-lys_btn,m
MAM01400m,biocytin,m
MAM03791c,11-Octadecenoyl Coenzyme A,c
MAM00051c,(2E)-hexadecenoyl-CoA,c
MAM01401m,biotin,m
MAM01402m,biotinyl-5-AMP,m
MAM00760m,3-amino-propanal,m
MAM01410m,butyrate,m
MAM03484e,Beta-Tocopherol,e
MAM03484c,Beta-Tocopherol,c
MAM01380e,benzoate,e
MAM01427m,CDP-diacylglycerol-LD-PI pool,m
MAM02733m,phosphatidate-LD-TAG pool,m
MAM02715c,PG-CL pool,c
MAM03175m,"2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone",m
MAM03173m,"2-Decaprenyl-6-Methoxy-1,4-Benzoquinone",m
MAM03174m,"2-Decaprenyl-6-Methoxy-3-Methyl-1,4-Benzoquinone",m
MAM00981m,4-coumarate,m
MAM01431e,ceramide-1P pool,e
MAM00240e,"1,2-diacylglycerol-LD-TAG pool",e
MAM02959c,TAG-VLDL pool,c
MAM03758c,Melanin,c
MAM03553m,"2,6-Dimethylheptanoyl Coenzyme A",m
MAM03554m,"4,8-Dimethylnonanoyl Coenzyme A",m
MAM01731c,dolichyl-D-glucosyl-phosphate,c
MAM01651c,de-Fuc form of PA6 (wo peptide linkage),c
MAM01653c,"de-Fuc, GlcNAc removed PA6 (wo peptide linkage)",c
MAM02511c,n2m2nmn,c
MAM02509c,n2m2nm,c
MAM01893e,1-Acyl Phosphoglycerol,e
MAM03315e,Fatty Acid 9-Cis-Retinol,e
MAM03577e,Ley Glycolipid,e
MAM03578e,Leb Glycolipid,e
MAM03620e,(S)-Glycerate,e
MAM03623e,"Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])",e
MAM00656e,2-lysolecithin pool,e
MAM02715e,PG-CL pool,e
MAM02808e,PS-LD pool,e
MAM01232e,9-cis-retinol,e
MAM00291e,11-cis-retinol,e
MAM04081e,Cholesterol Ester,e
MAM01446e,"cholest-5-ene-3beta,7alpha,24(S)-triol",e
MAM01447e,"cholest-5-ene-3beta,7alpha,25-triol",e
MAM01448e,"cholest-5-ene-3beta,7alpha,27-triol",e
MAM03968c,Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1),c
MAM03646c,Cis-Hexadec-9-Enoyl-[Acyl-Carrier Protein] (N-C16:1),c
MAM03786c,Octadecanoyl-ACP (N-C18:0ACP),c
MAM03795c,Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1),c
MAM03726c,Linoleic Acid ACP (All Cis),c
MAM03725c,Linoelaidic Acid ACP (All Trans),c
MAM03788c,Octadecynoyl-ACP (N-C18:2ACP),c
MAM03787c,Octadecadienoate (N-C18:2),c
MAM03887c,Pristanoyl Coenzyme A,c
MAM03791m,11-Octadecenoyl Coenzyme A,m
MAM03960c,D-Tagatose 1-Phosphate,c
MAM03577c,Ley Glycolipid,c
MAM03578c,Leb Glycolipid,c
MAM00789m,"3-hydroxy-N6,N6,N6-trimethyl-L-lysine",m
MAM01034m,4-trimethylammoniobutanal,m
MAM01685m,"D-glucurono-6,3-lactone",m
MAM01681m,D-glucarate,m
MAM03620c,(S)-Glycerate,c
MAM02110m,hexacosanoyl-CoA,m
MAM02109m,hexacosanoylcarnitine,m
MAM01715m,D-lactaldehyde,m
MAM02971m,tetracosanoyl-CoA,m
MAM02970m,tetracosanoylcarnitine,m
MAM03727c,Alpha-Linolenyl Carnitine,c
MAM03727m,Alpha-Linolenyl Carnitine,m
MAM03315c,Fatty Acid 9-Cis-Retinol,c
MAM00184m,[ACP],m
MAM02442m,malonyl-[ACP],m
MAM02480c,methylmalonyl-CoA,c
MAM02514m,N4-acetylaminobutanal,m
MAM00952m,4-acetamidobutanoate,m
MAM01646m,deamido-NAD,m
MAM02585m,nicotinate ribonucleotide,m
MAM00025m,(15Z)-tetracosenoyl-CoA,m
MAM00024m,(15Z)-tetracosenoylcarnitine,m
MAM00592m,20-hydroxycholesterol,m
MAM02684m,PC-LD pool,m
MAM02717c,PGP-CL pool,c
MAM02725m,phenylpyruvate,m
MAM02680m,pantothenate,m
MAM01636m,D-4-phosphopantothenate,m
MAM02808m,PS-LD pool,m
MAM02816m,pyridoxamine-phosphate,m
MAM02814m,pyridoxal-phosphate,m
MAM02324c,l2n2m2mn,c
MAM04081c,Cholesterol Ester,c
