ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR05019,"Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial",decanoyl-CoA[m] + FAD[m] + H2O[m] => (S)-hydroxydecanoyl-CoA[m] + FADH2[m],,Acadm and Echs1,,,,,,Fatty acid oxidation,,,PMID:1730577;PMID:1912723 ;PMID:7318031,0
MAR05020,,D-3-amino-isobutanoate[c] => D-3-amino-isobutanoate[e],,,,,,,,Transport reactions,,,,0
MAR05021,,ascorbate[e] + Na+[e] => ascorbate[c] + Na+[c],,Slc23a1 or Slc23a2,,,,,,Transport reactions,,,PMID:14977409,0
MAR05022,,NH4+[c] <=> NH4+[m],,Rhag or Rhbg or Rhcg,,,,,,Transport reactions,,,,0
MAR05023,,NH4+[c] <=> NH4+[e],,Rhag,,,,,,Transport reactions,,,,0
MAR05024,"Fatty Acid Beta Oxidation (C10->C8), Mitochondrial",CoA[m] + decanoyl-CoA[m] + FAD[m] + H2O[m] + NAD+[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + octanoyl-CoA[m],,Acaa2 and Acadm and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05025,"Fatty Acid Beta Oxidation (C10->C8), Peroxisomal",CoA[x] + decanoyl-CoA[x] + FAD[x] + H2O[x] + NAD+[x] => acetyl-CoA[x] + FADH2[x] + H+[x] + NADH[x] + octanoyl-CoA[x],,(Acaa1a or Acaa1b) and Acox1 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:11411544,0
MAR05026,Fatty Acid Beta Oxidation (C10Dc->C8Dc),CoA[x] + FAD[x] + H2O[x] + NAD+[x] + Sebacoyl Coenzyme A[x] => acetyl-CoA[x] + FADH2[x] + H+[x] + NADH[x] + Suberyl Coenzyme A[x],,(Acaa1a or Acaa1b) and Acox1 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:15060085;PMID:9827430,0
MAR05027,,glucose[c] <=> glucose[r],,Slc2a1,,,,,,Transport reactions,,,PMID:11780753;PMID:11780754;PMID:11882499;PMID:16314530;PMID:16669350;PMID:9770484,0
MAR05028,"Fatty Acid Beta Oxidation (C11Br->C9Br), Peroxisomal","CoA[x] + FAD[x] + H2O[x] + NAD+[x] + 2,6,10-Trimethyl Undecanoyl Coenzyme A[x] => FADH2[x] + H+[x] + NADH[x] + propanoyl-CoA[x] + 4,8-Dimethylnonanoyl Coenzyme A[x]",,(Acaa1a or Acaa1b) and Acox3 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:11591435,0
MAR05029,,glucose[c] <=> glucose[e],,Slc2a1 or Slc2a10 or Slc2a12 or Slc2a2 or Slc2a3 or Slc2a4 or Slc2a5 or Slc2a6 or Slc2a7 or Slc2a8 or Slc2a9,,,,,,Transport reactions,,,PMID:11780753;PMID:11780754;PMID:11882499;PMID:16314530;PMID:16669350;PMID:9770484,0
MAR05030,"Fatty Acid Beta Oxidation (C11->C9), Mitochondrial",CoA[m] + FAD[m] + H2O[m] + NAD+[m] + undecanoyl-CoA[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + nonanoyl-CoA[m],,Acaa2 and Acadm and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:18391478,0
MAR05031,,adenosine[c] <=> adenosine[m],,Slc29a1,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05032,,adenosine[c] <=> adenosine[e],,Slc29a1 or Slc29a2 or Slc29a4,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05033,,thymidine[c] <=> thymidine[m],,Slc29a1,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05034,,thymidine[c] <=> thymidine[e],,Slc29a1 or Slc29a2,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05035,,uridine[c] <=> uridine[e],,Slc29a1 or Slc29a2,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05036,,guanosine[m] => guanosine[c],,Slc29a1,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05037,,guanosine[c] <=> guanosine[e],,Slc29a1 or Slc29a2,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05038,,cytidine[e] + Na+[e] => cytidine[c] + Na+[c],,Slc28a1,,,,,,Transport reactions,,,PMID:12856181;PMID:10772724,0
MAR05039,,deoxyadenosine[e] + Na+[e] => deoxyadenosine[c] + Na+[c],,Slc28a1,,,,,,Transport reactions,,,PMID:12856181;PMID:10772724,0
MAR05040,,deoxycytidine[e] + Na+[e] => deoxycytidine[c] + Na+[c],,Slc28a1,,,,,,Transport reactions,,,PMID:12856181;PMID:10772724,0
MAR05041,,deoxyguanosine[e] + Na+[e] => deoxyguanosine[c] + Na+[c],,Slc28a2 or Slc28a2b,,,,,,Transport reactions,,,PMID:12856181;PMID:10772724,0
MAR05042,,inosine[c] <=> inosine[e],,Slc29a1 or Slc29a2,,,,,,Transport reactions,,,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738,0
MAR05043,,H+[i] + Pi[c] => H+[m] + Pi[m],,Slc25a3,,,,,,Transport reactions,,,PMID:14598172;PMID:18406340;PMID:2670944;PMID:8132483,0
MAR05044,"Fatty Acid Beta Oxidation (C12:1->C10:1), Mitochondrial",CoA[m] + FAD[m] + H2O[m] + NAD+[m] + 5-Dodecenoyl Coenzyme A[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + trans-3-decenoyl-CoA[m],,Acaa2 and Acadm and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05045,,cholesterol[l] <=> cholesterol[r],,,,,,,,Transport reactions,,,,0
MAR05046,,cholesterol[l] <=> cholesterol[m],,Stard3,,,,,,Transport reactions,,,,0
MAR05047,,Pi[l] => Pi[c],,Slc25a19,,,,,,Transport reactions,,,PMID:8691743,0
MAR05048,,arginine[l] => arginine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11004451;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:14770310;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191;PMID:15465786;PMID:16082501,0
MAR05049,,asparagine[l] => asparagine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11452978,0
MAR05050,,aspartate[l] => aspartate[c],,Slc36a1,,,,,,Transport reactions,,,,0
MAR05051,,cysteine[l] => cysteine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:911815,0
MAR05052,,glutamine[l] => glutamine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11311135;PMID:11742806;PMID:15280038;PMID:16785209;PMID:9829974,0
MAR05053,,glycine[l] => glycine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:16171773;PMID:911815,0
MAR05054,,histidine[l] => histidine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:14770310;PMID:11004451;PMID:15465786;PMID:16082501;PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191,0
MAR05055,,leucine[l] => leucine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:911815;PMID:12930836;PMID:16288981,0
MAR05056,,lysine[l] => lysine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11004451;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:14770310;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191;PMID:15465786;PMID:16082501,0
MAR05057,,methionine[l] => methionine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05058,,phenylalanine[l] => phenylalanine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05059,,proline[l] => proline[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11004451;PMID:911815,0
MAR05060,,serine[l] => serine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11004451;PMID:911815,0
MAR05061,,tryptophan[l] => tryptophan[c],,Slc36a1,,,,,,Transport reactions,,,,0
MAR05062,,tyrosine[l] => tyrosine[c],,Oca2 or Slc36a1,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05063,,valine[l] => valine[c],,Slc36a1,,,,,,Transport reactions,,,,0
MAR05064,,alanine[l] => alanine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:4684694;PMID:911815,0
MAR05065,,isoleucine[l] => isoleucine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11004451;PMID:11078698;PMID:11311135;PMID:11742806;PMID:16785209;PMID:911815,0
MAR05066,,threonine[l] => threonine[c],,Slc36a1,,,,,,Transport reactions,,,PMID:911815,0
MAR05067,,glutamate[l] => glutamate[c],,Slc36a1,,,,,,Transport reactions,,,,0
MAR05068,,arginine[e] => arginine[c],,Slc38a4 or Slc7a1 or Slc7a2 or Slc7a3,,,,,,Transport reactions,,,PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11004451;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:14770310;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191;PMID:15465786;PMID:16082501,0
MAR05069,"Fatty Acid Beta Xoidation (C12:1->C10), Peroxisomal",(2E)-dodecenoyl-CoA[x] + CoA[x] + H2O[x] + NAD+[x] => acetyl-CoA[x] + decanoyl-CoA[x] + H+[x] + NADH[x],,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:10709653;PMID:11296696;PMID:11330072;PMID:16766224,0
MAR05070,,histidine[c] <=> histidine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:14770310;PMID:11004451;PMID:15465786;PMID:16082501;PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191,0
MAR05071,,lysine[e] => lysine[c],,Slc38a4 or Slc7a1 or Slc7a2 or Slc7a3,,,,,,Transport reactions,,,PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11004451;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:14770310;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191;PMID:15465786;PMID:16082501,0
MAR05072,"Fatty Acid Beta Oxidation (C12:2->C10:1), Mitochondrial","CoA[m] + H2O[m] + NAD+[m] + 2,6-Dodecadienoyl Coenzyme A[m] => 4-cis-decenoyl-CoA[m] + acetyl-CoA[m] + H+[m] + NADH[m]",,Acaa2 and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05073,,methionine[c] => methionine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05074,,tyrosine[c] <=> tyrosine[e],,(Slc3a2 and Slc7a8) or Slc16a10 or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05075,"Isomerization (C12:2), Mitochondrial","3,6-Dodecadienoyl Coenzyme A[m] => 2,6-Dodecadienoyl Coenzyme A[m]",,Eci1,,,,,,Fatty acid oxidation,,,PMID:15351645,0
MAR05076,,glycine[e] => glycine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc6a18 or Slc7a1 or Slc7a10 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05077,,alanine[e] => alanine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a10 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05078,,glutamine[c] <=> glutamine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05079,,serine[e] => serine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a10 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05080,,tryptophan[c] <=> tryptophan[e],,(Slc3a2 and Slc7a8) or Slc16a10 or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05081,"Isomerization (C12:2), Peroxisomal","3,6-Dodecadienoyl Coenzyme A[x] => 2,6-Dodecadienoyl Coenzyme A[x]",,Eci2 or Ehhadh,,,,,,Fatty acid oxidation,,,PMID:1495956;PMID:2303409;PMID:10419495;PMID:3582650,0
MAR05082,,phenylalanine[c] <=> phenylalanine[e],,(Slc3a2 and Slc7a8) or Slc16a10 or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05083,"Fatty Acid Beta Oxidation (C12:3->C10:2), Mitochondrial","CoA[m] + H2O[m] + NAD+[m] + 2,6,9-Dodecatrienoyl Coenzyme A[m] => acetyl-CoA[m] + H+[m] + NADH[m] + 4,7-Decadienoyl Coenzyme A[m]",,Acaa2 and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05084,,cysteine[e] => cysteine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a10 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05085,,leucine[c] <=> leucine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05086,"Fatty Acid Beta Oxidation (C12:3->C10:2), Peroxisomal","CoA[x] + H2O[x] + NAD+[x] + 2,6,9-Dodecatrienoyl Coenzyme A[x] => acetyl-CoA[x] + H+[x] + NADH[x] + 4,7-Decadienoyl Coenzyme A[x]",,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:20558530;PMID:20064629,0
MAR05087,,proline[c] => proline[e],,Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7 or Slc7a8,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05088,,asparagine[e] => asparagine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05089,,valine[c] <=> valine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05090,"Isomerization (C12:3), Mitochondrial","3,6,9-Dodecatrienoyl Coenzyme A[m] => 2,6,9-Dodecatrienoyl Coenzyme A[m]",,Eci1,,,,,,Fatty acid oxidation,,,PMID:15351645,0
MAR05091,,threonine[e] => threonine[c],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a10 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05092,,isoleucine[c] <=> isoleucine[e],,(Slc3a2 and Slc7a8) or Slc36a1 or Slc43a1 or Slc43a2 or Slc7a1 or Slc7a2 or Slc7a3 or Slc7a5 or Slc7a7,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05093,"Isomerization (C12:3), Peroxisomal","3,6,9-Dodecatrienoyl Coenzyme A[x] => 2,6,9-Dodecatrienoyl Coenzyme A[x]",,Eci2 or Ehhadh,,,,,,Fatty acid oxidation,,,PMID:1495956;PMID:2303409;PMID:10419495;PMID:3582650,0
MAR05094,,ornithine[e] => ornithine[c],,Slc38a4 or Slc7a1 or Slc7a2 or Slc7a3,,,,,,Transport reactions,,,PMID:14770310;PMID:11004451;PMID:15465786;PMID:16082501;PMID:17466261;PMID:7718542;PMID:10049700;PMID:10072483;PMID:10391915;PMID:10574970;PMID:11311135;PMID:11389679;PMID:11557028;PMID:11564694;PMID:11742812;PMID:11827462;PMID:12117417;PMID:12824232;PMID:14574404;PMID:7690540;PMID:9751058;PMID:9759917;PMID:12883891;PMID:16288981;PMID:1904693;PMID:4424190;PMID:6432599;PMID:9868191,0
MAR05095,"Fatty Acid Beta Oxidation (C12->C10), Mitochondrial",CoA[m] + FAD[m] + H2O[m] + lauroyl-CoA[m] + NAD+[m] => acetyl-CoA[m] + decanoyl-CoA[m] + FADH2[m] + H+[m] + NADH[m],,Acaa2 and Acadm and Echs1 and Hadh,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05096,,asparagine[c] => asparagine[m],,,,,,,,Transport reactions,,,PMID:11452978,0
MAR05097,"Fatty Acid Beta Oxidation (C12->C10), Peroxisomal",CoA[x] + FAD[x] + H2O[x] + lauroyl-CoA[x] + NAD+[x] => acetyl-CoA[x] + decanoyl-CoA[x] + FADH2[x] + H+[x] + NADH[x],,(Acaa1a or Acaa1b) and Acox1 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:11411544,0
MAR05098,"Fatty Acid Beta Oxidation (C12->Ohc12), Mitochondrial",FAD[m] + H2O[m] + lauroyl-CoA[m] => (S)-3-hydroxydodecanoyl-CoA[m] + FADH2[m],,Acadm and Echs1,,,,,,Fatty acid oxidation,,,PMID:1730577,0
MAR05099,,H+[i] + tyrosine[c] => H+[m] + tyrosine[m],,,,,,,,Transport reactions,,,PMID:12930836;PMID:16288981;PMID:911815;PMID:10049700;PMID:10574970;PMID:11389679;PMID:11557028;PMID:11564694;PMID:12824232;PMID:14574404,0
MAR05100,"Fatty Acid Beta Oxidation (C12Dc->C10Dc), Peroxisomal",CoA[x] + FAD[x] + H2O[x] + NAD+[x] + Dodecanedioyl Coenzyme A[x] => acetyl-CoA[x] + FADH2[x] + H+[x] + NADH[x] + Sebacoyl Coenzyme A[x],,(Acaa1a or Acaa1b) and Acox1 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:15060085;PMID:9827430;PMID:20543534,0
MAR05101,,glutamine[c] + H+[i] => glutamine[m] + H+[m],,,,,,,,Transport reactions,,,PMID:11004451;PMID:2015813,0
MAR05102,,glutamine[m] + H+[i] => glutamine[c] + H+[m],,,,,,,,Transport reactions,,,,0
MAR05103,Transport of Dodecanedioyl Carnitine into Cytosol,Dodecanedioyl Carnitine[x] <=> Dodecanedioyl Carnitine[c],,Slc25a20,,,,,,Fatty acid oxidation,,,PMID:18264800;PMID:11001805;PMID:10486279;PMID:11257506,0
MAR05104,Formation of Dodecanedioyl Carnitine,L-carnitine[c] + Dodecanedioyl Coenzyme A[c] <=> CoA[c] + Dodecanedioyl Carnitine[c],,Cpt1a or Cpt1b or Cpt1c,,,,,,Fatty acid oxidation,,,PMID:16146704,0
MAR05105,,H+[c] + ornithine[m] => H+[m] + ornithine[c],,Slc25a15 or Slc25a2,,,,,,Transport reactions,,,PMID:14598172;PMID:8132483,0
MAR05106,Production of Dodecanedioyl Carnitine,L-carnitine[x] + Dodecanedioyl Coenzyme A[x] <=> CoA[x] + Dodecanedioyl Carnitine[x],,Crot,,,,,,Fatty acid oxidation,,,PMID:15060085;PMID:18264800;PMID:20560540,0
MAR05107,,H+[i] + isoleucine[c] => H+[m] + isoleucine[m],,,,,,,,Transport reactions,,,,0
MAR05108,"Fatty Acid Beta Oxidation (C13Br->C11Br), Peroxisomal","4,8,12-trimethyltridecanoyl-CoA[x] + CoA[x] + FAD[x] + H2O[x] + NAD+[x] => acetyl-CoA[x] + FADH2[x] + H+[x] + NADH[x] + 2,6,10-Trimethyl Undecanoyl Coenzyme A[x]",,(Acaa1a or Acaa1b) and Acox3 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:11591435,0
MAR05109,,H+[i] + leucine[c] => H+[m] + leucine[m],,,,,,,,Transport reactions,,,,0
MAR05110,"Fatty Acid Beta Oxidation (C13->C11), Mitochondrial",CoA[m] + FAD[m] + H2O[m] + NAD+[m] + tridecanoyl-CoA[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + undecanoyl-CoA[m],,Acadvl and Hadha and Hadhb,,,,,,Fatty acid oxidation,,,PMID:18391478,0
MAR05111,"Fatty Acid Beta Oxidation (C14:1->C12:1), Mitochondrial",CoA[m] + FAD[m] + H2O[m] + NAD+[m] + 7-Tetradecenoyl Coenzyme A[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + 5-Dodecenoyl Coenzyme A[m],,Acadvl and Hadha and Hadhb,,,,,,Fatty acid oxidation,,,PMID:20195903;PMID:20490924;PMID:17143551,0
MAR05112,,methionine[c] => methionine[m],,,,,,,,Transport reactions,,,PMID:911815;PMID:12930836;PMID:16288981,0
MAR05113,,alanine[c] => alanine[m],,Sfxn1,,,,,,Transport reactions,,,PMID:30442778,2
MAR05114,,serine[c] => serine[m],,Sfxn1 or Sfxn3,,,,,,Transport reactions,,,PMID:30442778,4
MAR05115,,H+[i] + phenylalanine[c] => H+[m] + phenylalanine[m],,,,,,,,Transport reactions,,,,0
MAR05116,,H+[i] + phenylalanine[m] => H+[m] + phenylalanine[c],,,,,,,,Transport reactions,,,,0
MAR05117,,threonine[c] => threonine[m],,,,,,,,Transport reactions,,,PMID:911815;PMID:12930836;PMID:16288981,0
MAR05118,,H+[i] + valine[c] => H+[m] + valine[m],,,,,,,,Transport reactions,,,,0
MAR05119,"Fatty Acid Beta Xoidation (C14:1->C12:1), Peroxisomal",5-tetradecenoyl-CoA[x] + CoA[x] + FAD[x] + H2O[x] + NAD+[x] => (3Z)-dodecenoyl-CoA[x] + acetyl-CoA[x] + FADH2[x] + H+[x] + NADH[x],,(Acaa1a or Acaa1b) and Acox1 and Ehhadh and Hsd17b4,,,,,,Fatty acid oxidation,,,PMID:10709653;PMID:11296696;PMID:11330072;PMID:16766224,0
